# Ribosome density, mRNA level, and translational efficiency measurements for haploid budding yeast (S.cerevisiae) growing exponentially in rich medium with glucose 
#
# Generated Tue Apr 07 00:00:36 2015 
#
# Citation:
#   "Accounting for experimental noise reveals that transcript levels,
#   amplified by post-transcriptional regulation, largely determine steady-state protein levels in yeast,"
#   Gábor Csárdi, Alexander Franks, David S. Choi, Eduardo M. Airoldi, and D. Allan Drummond, PLoS Genetics, 2015
#
# orf = Systematic yeast ORF (open reading frame) identifier
# gene = Common gene name
# ing1 = Ingolia et al. 2009 mRNA (average of two replicates)
# ger1 = Gerashchenko et al. 2012 mRNA
# mcm1 = McManus et al. 2014 mRNA
# sub1 = Subtelny et al. 2014 mRNA
# rd.ing1 = Ingolia et al. 2009 ribosome footprint density (average of two replicates)
# rd.ger1 = Gerashchenko et al. 2012 ribosome footprint density
# rd.ger2 = Gerashchenko et al. 2014 ribosome footprint density
# rd.mcm1 = McManus et al. 2014 ribosome footprint density (average of two replicates)
# rd.sub1 = Subtelny et al. 2014 ribosome footprint density
# mrna.median = Median of normalized mRNA measurements from ribosome profiling studies, excluding Ingolia et al. 2009
# mrna.n = Number of mRNA-level measurements from ribosome profiling studies, excluding Ingolia et al. 2009
# rd.median = Median of normalized ribosome footprint density measurements
# rd.n = Number of ribosome footprint density measurements from ribosome profiling studies
# te = Translational efficiency (rd.median/mrna.median)
orf	gene	ing1	ger1	mcm1	sub1	rd.ing1	rd.ger1	rd.ger2	rd.mcm1	rd.sub1	mrna.median	mrna.n	rd.median	rd.n	te
YNL134C		1.21750	3.036916	12.793538	1.5505	1.78999	5.209836	5.000307	14.60904	3.350669	3.036916	3	5.000307	5	1.64651
YNL135C	FPR1	14.63061	31.575201	3.712733	17.4634	41.87462	45.859175	74.167709	7.26645	42.927975	17.463386	3	42.927975	5	2.45817
YNL136W	EAF7	1.27286	0.968429	0.454668	0.3226	0.43936	0.604274	0.374554	0.52896	0.356295	0.454668	3	0.439363	5	0.96634
YNL137C	NAM9	0.89023	1.020583	1.610579	0.9720	1.59577	1.675168	1.680000	1.93549	1.150304	1.020583	3	1.675168	5	1.64138
YNL138W	SRV2	0.95212	4.041977	5.704165	3.9422	10.76924	12.262085	10.156977	12.40774	6.627175	4.041977	3	10.769244	5	2.66435
YNL138W-A	YSF3	1.62400	1.912408	0.252855	NA	1.27878	1.117333	1.392794	0.41275	NA	1.082632	2	1.198058	4	1.10662
YNL139C	THO2	0.32476	0.412832	1.353012	0.9648	0.66533	0.842548	0.898926	2.81442	0.605316	0.964790	3	0.842548	5	0.87330
YNL141W	AAH1	4.24015	8.612906	1.971015	1.5088	3.79235	5.052168	7.545392	2.15055	2.279516	1.971015	3	3.792350	5	1.92406
YNL142W	MEP2	0.32687	0.328148	0.412264	0.1437	0.06841	0.158011	0.094794	0.12022	0.053750	0.328148	3	0.094794	5	0.28888
YNL144C		0.12546	0.185170	0.072244	0.0928	0.03821	0.064571	0.060260	0.14960	0.040596	0.092784	3	0.060260	5	0.64947
YNL145W	MFA2	17.98499	NA	NA	11.2090	60.19183	NA	NA	NA	40.120253	11.209038	1	50.156043	2	4.47461
YNL146C-A		1.31063	1.054803	NA	NA	0.11684	0.230088	NA	NA	NA	1.054803	1	0.173466	2	0.16445
YNL146W		0.28431	0.144291	0.139777	NA	0.24969	0.476822	0.275858	0.31524	NA	0.142034	2	0.295547	4	2.08082
YNL147W	LSM7	3.59317	7.316550	0.694960	2.6354	9.39705	10.928787	8.325415	1.36380	6.505613	2.635416	3	8.325415	5	3.15905
YNL148C	ALF1	0.94716	0.730248	0.262279	0.3170	0.56461	0.515229	0.629153	0.33527	0.441343	0.316985	3	0.515229	5	1.62540
YNL149C	PGA2	11.78509	10.270479	1.064819	4.7342	9.40765	9.177241	7.238698	2.62073	7.464729	4.734201	3	7.464729	5	1.57677
YNL151C	RPC31	2.64887	4.110243	0.760922	1.3069	3.29736	3.750439	2.903541	1.27964	2.119626	1.306911	3	2.903541	5	2.22168
YNL152W	INN1	0.50910	0.879960	0.879497	0.4832	0.61246	0.618071	0.736091	0.52896	0.459940	0.879497	3	0.612457	5	0.69637
YNL153C	GIM3	7.87494	5.135239	0.933680	2.2290	7.15527	4.298441	5.121829	1.49737	3.926955	2.229020	3	4.298441	5	1.92840
YNL154C	YCK2	2.23196	1.126464	2.544259	2.4493	3.93384	3.673232	4.593324	5.04645	3.068762	2.449341	3	3.933840	5	1.60608
YNL155W	CUZ1	3.66483	3.076891	0.494717	1.5954	2.83042	2.681442	2.718755	1.15141	2.069504	1.595387	3	2.681442	5	1.68075
YNL156C	NSG2	3.38120	2.302817	1.605082	1.0129	1.37069	1.117674	1.218201	1.25827	0.893799	1.605082	3	1.218201	5	0.75896
YNL157W	IGO1	NA	2.943121	1.652983	NA	NA	2.804920	2.709152	1.00181	NA	2.298052	2	2.709152	3	1.17889
YNL158W	PGA1	1.61366	1.166307	0.736579	0.5985	1.32477	1.466155	1.195503	0.75870	0.803308	0.736579	3	1.195503	5	1.62305
YNL159C	ASI2	1.21039	1.485576	1.067175	0.5948	0.76886	1.194169	0.950687	0.68657	0.714858	1.067175	3	0.768860	5	0.72046
YNL160W	YGP1	0.59566	0.955334	2.696600	1.3874	0.93207	2.630898	3.389553	3.42485	3.783620	1.387381	3	3.389553	5	2.44313
YNL161W	CBK1	0.77146	0.711524	1.853225	0.8835	1.06445	1.231527	1.132188	1.89542	0.908087	0.883477	3	1.132188	5	1.28151
YNL162W	RPL42A	NA	NA	11.133487	NA	NA	NA	NA	20.01481	NA	11.133487	1	20.014806	1	1.79771
YNL162W-A		2.45724	1.127078	0.214377	NA	1.29841	0.788115	1.707653	0.30589	NA	0.670728	2	1.043260	4	1.55542
YNL163C	RIA1	1.06337	0.922692	1.861078	0.8843	0.87847	1.497461	1.203360	2.44441	0.906046	0.922692	3	1.203360	5	1.30418
YNL164C	IBD2	2.87431	1.027219	0.877141	0.4050	0.67299	0.867444	0.859693	0.65585	0.527979	0.877141	3	0.672990	5	0.76725
YNL165W		0.41672	0.710995	0.731082	0.3109	0.25345	0.492580	0.438538	0.34462	0.244712	0.710995	3	0.344622	5	0.48470
YNL166C	BNI5	2.10810	1.362375	1.217161	0.8580	2.78879	1.959491	2.094557	1.81127	1.628388	1.217161	3	1.959491	5	1.60989
YNL167C	SKO1	0.29044	0.302642	0.661978	0.4304	0.73452	0.571653	0.714909	1.01383	0.350398	0.430351	3	0.714909	5	1.66122
YNL168C	FMP41	1.53854	2.484753	1.778625	1.5117	2.69761	3.026620	3.382724	2.81041	2.087647	1.778625	3	2.810408	5	1.58010
YNL169C	PSD1	0.85920	1.595477	2.154767	0.9061	0.85564	1.379944	1.092878	1.51206	0.753413	1.595477	3	1.092878	5	0.68499
YNL172W	APC1	0.19376	0.156650	0.647058	0.3366	0.11727	0.182921	0.153565	0.70928	0.116346	0.336555	3	0.153565	5	0.45629
YNL173C	MDG1	1.05098	0.797769	1.149628	0.8627	1.54734	0.776718	0.937824	1.42257	1.342399	0.862727	3	1.342399	5	1.55600
YNL175C	NOP13	4.15527	4.063428	1.987506	2.3388	7.18881	5.199930	7.057481	3.22449	4.309558	2.338843	3	5.199930	5	2.22329
YNL176C	TDA7	0.37446	0.380514	1.465305	0.5093	0.39628	0.503721	0.596981	1.04455	0.361965	0.509302	3	0.503721	5	0.98904
YNL177C	MRPL22	3.30222	2.095138	1.506924	1.1423	2.27109	2.087381	1.911362	1.56549	1.782381	1.506924	3	1.911362	5	1.26839
YNL178W	RPS3	144.33135	140.791113	38.319362	93.4874	248.66230	185.035787	206.967179	72.33060	168.792821	93.487432	3	185.035787	5	1.97926
YNL180C	RHO5	0.97632	1.687884	1.984365	1.2538	1.81826	1.387457	1.534882	1.57351	1.074781	1.687884	3	1.534882	5	0.90935
YNL181W		1.75769	1.496373	1.065605	0.9108	1.48886	1.944760	1.612037	1.53210	1.355780	1.065605	3	1.532100	5	1.43778
YNL182C	IPI3	3.35278	2.189554	2.245073	1.0712	1.60095	1.758122	2.110271	1.81795	1.079090	2.189554	3	1.758122	5	0.80296
YNL183C	NPR1	0.39304	0.199402	1.090733	0.5105	0.50453	0.677272	0.685074	1.27163	0.478991	0.510483	3	0.677272	5	1.32673
YNL185C	MRPL19	1.22477	2.768400	0.570888	1.2440	2.51453	3.527882	2.613382	0.94704	1.687128	1.243987	3	2.514525	5	2.02134
YNL186W	UBP10	1.55202	1.452343	3.056251	1.1758	1.58414	1.126549	1.430640	2.46979	0.836873	1.452343	3	1.430640	5	0.98506
YNL187W	SWT21	0.36981	0.435267	0.429540	0.2593	0.04363	0.040464	0.037563	0.04007	0.035153	0.429540	3	0.040072	5	0.09329
YNL188W	KAR1	1.55333	1.191497	0.370645	0.4847	0.35182	0.249964	0.298735	0.23108	0.193683	0.484672	3	0.249964	5	0.51574
YNL189W	SRP1	2.88222	3.592443	5.669613	3.9152	7.90890	8.221143	8.969254	8.91343	6.922235	3.915167	3	8.221143	5	2.09982
YNL190W		NA	1.227321	1.553254	NA	NA	2.871041	8.703358	8.16140	NA	1.390288	2	8.161403	3	5.87030
YNL191W	DUG3	0.78290	0.968666	0.605439	0.6864	0.71691	0.752377	0.738274	0.68791	0.704425	0.686436	3	0.716908	5	1.04439
YNL192W	CHS1	1.36728	0.991586	3.342088	1.3228	1.07301	1.408822	1.273737	2.05972	1.087482	1.322769	3	1.273737	5	0.96293
YNL193W		0.35639	0.595343	1.138634	0.5474	0.49532	0.701672	0.620860	0.89094	0.426148	0.595343	3	0.620860	5	1.04286
YNL194C		0.01249	NA	0.036907	NA	NA	0.013067	0.005341	0.02538	NA	0.036907	1	0.013067	3	0.35405
YNL195C		0.12948	0.139331	0.095802	NA	0.08543	0.105277	0.157314	0.05610	NA	0.117567	2	0.095355	4	0.81107
YNL196C	SLZ1	0.05930	0.011606	0.023558	NA	NA	0.001101	0.001155	0.00401	NA	0.017582	2	0.001155	3	0.06572
YNL197C	WHI3	0.44625	0.310616	0.924257	0.8207	1.30435	1.550056	1.971238	2.19062	1.011279	0.820721	3	1.550056	5	1.88865
YNL199C	GCR2	1.89236	1.027415	0.806467	0.7760	0.95286	0.859457	1.022579	0.90697	0.736630	0.806467	3	0.906971	5	1.12462
YNL200C		0.93267	0.478604	0.632924	0.3546	0.44224	0.645230	0.549251	0.68257	0.554060	0.478604	3	0.554060	5	1.15766
YNL201C	PSY2	0.64040	0.787311	1.309037	0.8663	0.69813	0.812900	0.871530	1.23957	0.636840	0.866269	3	0.812900	5	0.93839
YNL202W	SPS19	0.09495	0.093013	0.083238	NA	0.02111	0.072804	0.204942	0.10285	NA	0.088125	2	0.087828	4	0.99663
YNL204C	SPS18	0.15563	0.149748	0.156268	NA	NA	0.000364	0.001155	0.00267	NA	0.153008	2	0.001155	3	0.00755
YNL206C	RTT106	2.46157	1.474766	1.462163	0.9051	1.06791	1.096233	0.973128	1.21419	0.582409	1.462163	3	1.067906	5	0.73036
YNL207W	RIO2	3.51635	1.864881	1.687535	1.0776	2.05493	2.400956	2.910191	2.02098	1.805968	1.687535	3	2.054933	5	1.21771
YNL208W		5.63763	10.100792	4.007993	7.5474	15.58183	15.491675	21.688725	9.16188	18.135885	7.547426	3	15.581828	5	2.06452
YNL209W	SSB2	NA	NA	23.292531	NA	NA	NA	NA	68.34207	NA	23.292531	1	68.342065	1	2.93408
YNL210W	MER1	0.02782	NA	0.001571	NA	NA	0.000410	0.009500	0.00401	NA	0.001571	1	0.004007	3	2.55152
YNL211C		1.81359	0.670276	0.178255	NA	0.89583	0.346033	0.322690	0.12422	NA	0.424266	2	0.334362	4	0.78809
YNL212W	VID27	0.86768	0.769104	1.510850	1.0965	1.34938	1.776904	1.362754	2.57932	1.273227	1.096544	3	1.362754	5	1.24277
YNL213C	RRG9	0.86080	1.629324	0.353369	0.5773	0.43668	0.464642	0.385158	0.22975	0.245165	0.577288	3	0.385158	5	0.66719
YNL214W	PEX17	0.94398	0.761568	0.512778	0.3747	0.52372	0.901413	0.730058	0.46083	0.468332	0.512778	3	0.523721	5	1.02134
YNL215W	IES2	1.42143	1.068248	0.733438	0.3612	1.64004	1.378039	1.175682	0.71329	1.325163	0.733438	3	1.325163	5	1.80678
YNL216W	RAP1	1.32422	0.797331	1.836735	1.2860	2.33226	2.346057	2.592560	2.98940	2.040701	1.285993	3	2.346057	5	1.82432
YNL217W		3.71904	4.080696	2.013420	1.7879	1.34062	2.344734	1.847302	1.51206	1.327658	2.013420	3	1.512064	5	0.75099
YNL218W	MGS1	0.55323	0.577187	0.544189	0.3553	0.44382	0.515719	0.387058	0.46618	0.303678	0.544189	3	0.443819	5	0.81556
YNL219C	ALG9	1.12639	0.938942	2.007923	1.4844	1.55230	2.268390	2.235747	3.04149	1.073194	1.484383	3	2.235747	5	1.50618
YNL220W	ADE12	14.61389	4.297853	2.934535	5.0164	12.39617	7.723961	12.927828	6.56385	8.566045	4.297853	3	8.566045	5	1.99310
YNL221C	POP1	0.85582	1.261116	1.506138	0.9272	0.71020	0.803658	0.894150	1.18080	0.546349	1.261116	3	0.803658	5	0.63726
YNL222W	SSU72	2.70078	1.296039	0.365148	0.6576	2.18919	1.797782	1.523534	0.54632	1.193622	0.657589	3	1.523534	5	2.31685
YNL223W	ATG4	0.51136	0.328363	0.616433	0.2122	0.17272	0.359156	0.204223	0.32592	0.161024	0.328363	3	0.204223	5	0.62194
YNL224C	SQS1	0.98351	0.501521	1.059323	0.5444	0.66789	0.670542	0.682275	1.15275	0.663375	0.544392	3	0.670542	5	1.23173
YNL225C	CNM67	1.32698	0.584435	0.608580	0.4158	0.46921	0.430736	0.517593	0.54899	0.344048	0.584435	3	0.469209	5	0.80284
YNL227C	JJJ1	0.62191	1.138948	0.699671	0.4651	0.53990	0.660984	0.690107	0.65986	0.439302	0.699671	3	0.659858	5	0.94310
YNL229C	URE2	2.48058	2.008119	1.309822	0.9226	2.50753	2.725272	2.857069	2.02900	1.804154	1.309822	3	2.507528	5	1.91440
YNL230C	ELA1	0.29789	0.493620	0.654911	0.2773	0.16287	0.182367	0.151922	0.13491	0.140613	0.493620	3	0.151922	5	0.30777
YNL231C	PDR16	4.15849	4.145966	2.598442	2.6742	5.88325	6.390419	5.331418	3.95113	4.962954	2.674217	3	5.331418	5	1.99364
YNL232W	CSL4	4.21342	1.982950	1.389134	1.1932	2.63074	2.292500	2.518024	1.45329	1.810277	1.389134	3	2.292500	5	1.65031
YNL233W	BNI4	0.40948	0.373603	0.958809	0.5199	0.62069	0.634834	0.740225	1.24491	0.536597	0.519930	3	0.634834	5	1.22100
YNL234W		0.20149	0.610910	0.346302	0.1803	0.20366	0.284171	0.357660	0.13625	0.102965	0.346302	3	0.203664	5	0.58811
YNL236W	SIN4	0.40466	0.572451	1.499856	0.6849	0.52071	0.747143	0.654109	1.67102	0.392355	0.684918	3	0.654109	5	0.95502
YNL237W	YTP1	0.06666	0.232450	0.104440	NA	0.05574	0.488008	0.222786	0.13491	NA	0.168445	2	0.178848	4	1.06176
YNL238W	KEX2	0.74356	0.950620	1.707951	1.0439	0.91748	0.973916	0.860232	1.80326	0.734816	1.043910	3	0.917484	5	0.87889
YNL239W	LAP3	0.79941	2.226535	3.169330	2.0320	3.18683	4.562802	4.503537	5.33096	2.605874	2.226535	3	4.503537	5	2.02267
YNL240C	NAR1	0.73262	1.140541	1.044402	0.6390	0.45480	0.714933	0.961831	0.84419	0.526391	1.044402	3	0.714933	5	0.68454
YNL241C	ZWF1	0.61925	3.813861	4.256922	4.9786	4.19919	6.834336	6.343290	8.58483	6.190368	4.256922	3	6.343290	5	1.49011
YNL242W	ATG2	0.06201	0.070838	0.430325	0.2778	0.16358	0.257561	0.218601	1.12470	0.179622	0.277847	3	0.218601	5	0.78677
YNL243W	SLA2	1.04935	1.360395	2.873285	2.2936	2.54879	3.111141	3.267209	6.04158	2.467302	2.293632	3	3.111141	5	1.35643
YNL244C	SUI1	19.45618	26.988799	2.205809	13.1013	37.84008	26.583174	27.477116	4.11944	20.677576	13.101335	3	26.583174	5	2.02904
YNL245C	CWC25	0.53818	1.191263	0.488435	0.4206	0.88568	0.778792	1.149287	0.31924	0.594430	0.488435	3	0.778792	5	1.59446
YNL246W	VPS75	2.19902	1.721308	0.964305	1.1095	1.85903	1.825586	1.516293	1.13405	1.418149	1.109533	3	1.516293	5	1.36660
YNL247W		2.28998	2.907703	3.856437	3.5361	5.94069	7.351340	7.504748	11.15614	4.518889	3.536100	3	7.351340	5	2.07894
YNL248C	RPA49	3.93719	3.765457	2.795543	2.3527	7.92117	6.502755	7.688764	4.26103	3.719210	2.795543	3	6.502755	5	2.32611
YNL249C	MPA43	0.95845	0.507157	0.904625	0.1928	0.12976	0.210883	0.197188	0.31390	0.130180	0.507157	3	0.197188	5	0.38881
YNL250W	RAD50	0.14793	0.174684	0.254426	0.3833	0.15146	0.344825	0.239655	0.87892	0.192549	0.254426	3	0.239655	5	0.94195
YNL251C	NRD1	0.79316	0.732939	3.017773	1.1748	2.43773	2.237853	3.063834	2.84247	1.827514	1.174820	3	2.437731	5	2.07498
YNL252C	MRPL17	1.09529	1.884680	1.177898	0.8486	1.78904	1.736243	1.343035	1.25159	1.221064	1.177898	3	1.343035	5	1.14020
YNL253W	TEX1	1.19738	0.712132	0.932895	0.4395	0.56926	0.941992	0.821796	0.80011	0.496908	0.712132	3	0.800111	5	1.12354
YNL254C	RTC4	0.73438	0.768030	0.440534	0.3229	0.42083	0.287608	0.373887	0.25646	0.207064	0.440534	3	0.287608	5	0.65286
YNL255C	GIS2	17.27508	20.190308	4.751639	8.2971	32.40597	22.699767	34.007761	11.24030	22.051273	8.297124	3	22.699767	5	2.73586
YNL256W	FOL1	1.72579	1.111925	1.522629	0.8885	0.74478	1.268180	0.985324	1.96889	0.658613	1.111925	3	0.985324	5	0.88614
YNL257C	SIP3	0.43877	0.584447	1.227369	0.6252	0.25331	0.356494	0.275216	0.87758	0.189601	0.625199	3	0.275216	5	0.44021
YNL258C	DSL1	1.56278	0.945631	1.309822	0.7401	0.75242	0.941976	0.842054	1.26896	0.567441	0.945631	3	0.842054	5	0.89047
YNL259C	ATX1	5.89872	11.587535	0.650199	2.7024	5.87558	14.609412	7.763686	1.48134	4.639544	2.702390	3	5.875585	5	2.17422
YNL260C	LTO1	2.13103	3.185632	0.458595	0.6404	1.52883	1.980127	1.745935	0.61845	1.211085	0.640381	3	1.528827	5	2.38737
YNL261W	ORC5	1.46276	0.891617	2.393488	0.5979	0.55333	0.599900	0.630642	1.00181	0.385778	0.891617	3	0.599900	5	0.67282
YNL262W	POL2	0.16936	0.284671	0.975299	0.8502	0.41487	0.786158	0.601346	2.34958	0.479445	0.850243	3	0.601346	5	0.70726
YNL263C	YIF1	1.73174	1.747794	1.982794	1.7089	3.33485	3.380466	3.896029	2.84514	2.842421	1.747794	3	3.334849	5	1.90803
YNL264C	PDR17	0.70931	1.654872	1.404054	0.9290	1.61934	2.014005	1.847405	1.27163	1.127851	1.404054	3	1.619343	5	1.15333
YNL265C	IST1	1.47770	1.319191	0.874000	0.6893	1.41498	1.472543	1.220101	1.04055	1.314050	0.874000	3	1.314050	5	1.50349
YNL267W	PIK1	0.62732	0.597067	1.350656	0.7848	0.51981	0.694311	0.611129	1.56015	0.508247	0.784788	3	0.611129	5	0.77872
YNL268W	LYP1	1.82754	2.746703	NA	2.0524	3.12282	5.353551	4.904255	NA	3.007528	2.399548	2	4.013537	4	1.67262
YNL269W	BSC4	0.01283	0.010416	NA	NA	NA	NA	NA	NA	NA	0.010416	1	NA	0	NA
YNL270C	ALP1	NA	0.079838	0.199457	NA	NA	0.012497	0.007959	0.05076	NA	0.139648	2	0.012497	3	0.08949
YNL271C	BNI1	0.20574	0.367349	0.861436	1.0807	0.46819	0.555797	0.562037	1.84199	0.373985	0.861436	3	0.555797	5	0.64520
YNL272C	SEC2	0.63370	0.830927	1.062464	0.9908	0.64928	1.047915	0.706924	1.34510	0.502351	0.990769	3	0.706924	5	0.71351
YNL273W	TOF1	0.17675	0.272354	0.549686	0.4452	0.25051	0.420886	0.336144	0.97777	0.247887	0.445197	3	0.336144	5	0.75505
YNL274C	GOR1	0.49722	0.310592	0.677684	0.4474	0.47931	0.755756	0.612156	0.66520	0.775639	0.447390	3	0.665201	5	1.48685
YNL275W	BOR1	0.80668	0.692838	0.635279	0.3745	0.20030	0.343577	0.363283	0.44213	0.211826	0.635279	3	0.343577	5	0.54083
YNL277W	MET2	0.40301	0.173307	0.518275	0.3846	0.36501	0.214221	0.289774	0.58238	0.469466	0.384634	3	0.365012	5	0.94899
YNL277W-A		NA	0.034643	NA	NA	NA	NA	NA	NA	NA	0.034643	1	NA	0	NA
YNL278W	CAF120	0.10146	0.281525	0.363578	0.3924	0.32479	0.405969	0.428447	0.59174	0.321595	0.363578	3	0.405969	5	1.11660
YNL279W	PRM1	0.13687	0.045775	0.120931	NA	0.04990	0.023268	0.029167	0.01336	NA	0.083353	2	0.026218	4	0.31454
YNL280C	ERG24	1.84041	3.112405	3.031123	2.1469	2.41191	5.109230	3.458415	3.86030	2.244363	3.031123	3	3.458415	5	1.14097
YNL281W	HCH1	11.31109	10.876618	2.722514	6.0187	12.44298	12.937082	9.735925	3.82958	7.146309	6.018675	3	9.735925	5	1.61762
YNL282W	POP3	2.10442	1.194135	0.662764	0.4298	0.88258	0.821149	1.021603	0.42877	0.483980	0.662764	3	0.821149	5	1.23898
YNL283C	WSC2	0.65252	0.872356	1.539905	0.9882	0.71597	0.714108	0.787571	1.38383	0.477403	0.988239	3	0.715970	5	0.72449
YNL284C	MRPL10	2.64611	2.160773	1.554825	1.1934	1.80678	2.141929	2.111734	1.55614	1.566700	1.554825	3	1.806784	5	1.16205
YNL284C-A		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA
YNL284C-B		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA
YNL286W	CUS2	1.47312	0.921320	0.541048	0.4307	0.87841	0.564825	0.700146	0.48220	0.467424	0.541048	3	0.564825	5	1.04395
YNL287W	SEC21	1.50472	2.199164	3.584735	4.0596	5.23752	7.761205	6.225876	13.03287	4.143544	3.584735	3	6.225876	5	1.73677
YNL288W	CAF40	1.09801	1.181116	1.799827	0.7924	1.36781	1.444794	1.800367	1.56950	0.964105	1.181116	3	1.444794	5	1.22325
YNL289W	PCL1	1.93459	1.472886	1.898771	0.9478	3.07442	1.819503	1.720183	2.89723	1.259166	1.472886	3	1.819503	5	1.23533
YNL290W	RFC3	2.20550	2.319969	1.729939	1.1978	1.76349	1.909979	2.316753	1.68705	1.548556	1.729939	3	1.763490	5	1.01939
YNL291C	MID1	0.99609	0.877945	1.203811	0.7799	0.47259	0.790817	0.742613	1.00181	0.447240	0.877945	3	0.742613	5	0.84585
YNL292W	PUS4	1.03119	1.254658	1.039691	0.8079	1.90181	2.333624	1.862630	1.52008	1.489362	1.039691	3	1.862630	5	1.79152
YNL293W	MSB3	1.05675	0.522719	1.115076	0.3202	0.36884	0.431299	0.384722	0.51827	0.268525	0.522719	3	0.384722	5	0.73600
YNL294C	RIM21	1.84774	1.520081	1.668688	0.5208	0.19547	0.290193	0.229436	0.37935	0.134263	1.520081	3	0.229436	5	0.15094
YNL295W		0.59815	0.792244	0.961164	0.3904	0.44028	0.373738	0.324924	0.49289	0.257866	0.792244	3	0.373738	5	0.47175
YNL297C	MON2	0.40615	0.372030	1.657694	0.9231	0.45822	0.853853	0.703124	2.91994	0.491238	0.923121	3	0.703124	5	0.76168
YNL298W	CLA4	0.29590	0.322417	0.970588	0.5726	0.49792	0.567737	0.714344	1.01116	0.465156	0.572564	3	0.567737	5	0.99157
YNL299W	TRF5	0.97129	0.965102	0.884208	0.3973	0.56230	0.455484	0.529891	0.58105	0.350625	0.884208	3	0.529891	5	0.59928
YNL300W	TOS6	1.02361	4.263469	1.846943	2.0863	11.64594	11.335788	13.923319	3.48629	7.440008	2.086301	3	11.335788	5	5.43344
YNL301C	RPL18B	NA	NA	8.020697	NA	NA	NA	NA	13.18648	NA	8.020697	1	13.186476	1	1.64406
YNL302C	RPS19B	NA	NA	13.141410	NA	NA	NA	NA	21.04600	NA	13.141410	1	21.046001	1	1.60150
YNL304W	YPT11	0.65689	0.407451	0.706739	0.3784	0.40756	0.582037	0.389806	0.43412	0.347223	0.407451	3	0.407562	5	1.00027
YNL305C	BXI1	1.64313	0.803825	1.385207	0.7134	0.93203	1.604646	1.516114	1.53477	1.236940	0.803825	3	1.516114	5	1.88612
YNL306W	MRPS18	4.46243	6.442031	1.239148	2.1759	3.30762	4.272046	3.306467	2.29481	2.807268	2.175880	3	3.306467	5	1.51960
YNL307C	MCK1	1.88404	1.993028	1.859508	2.5381	4.29019	5.396182	5.407598	4.33049	3.110266	1.993028	3	4.330486	5	2.17282
YNL308C	KRI1	2.00639	3.358299	1.537549	1.4009	4.54288	3.163926	3.576522	3.09359	2.806587	1.537549	3	3.163926	5	2.05777
YNL309W	STB1	0.30833	0.357903	0.967447	0.3455	0.65245	0.709707	0.871941	0.71195	0.489423	0.357903	3	0.709707	5	1.98296
YNL310C	ZIM17	0.71745	1.871726	0.709094	1.0508	2.32249	2.434180	2.250741	1.02318	1.739971	1.050826	3	2.250741	5	2.14188
YNL311C	SKP2	0.72695	0.403695	1.612149	0.2870	0.25249	0.320471	0.380537	0.60910	0.181663	0.403695	3	0.320471	5	0.79385
YNL312W	RFA2	2.24997	2.333805	1.780196	1.5245	3.17067	4.990734	4.656897	2.38965	3.351803	1.780196	3	3.351803	5	1.88283
YNL313C	EMW1	1.06469	1.364185	1.620002	1.2140	1.17378	1.970776	1.886611	3.30063	1.101543	1.364185	3	1.886611	5	1.38296
YNL314W	DAL82	0.63243	0.650810	0.445245	0.3253	0.35424	0.272349	0.351215	0.23108	0.183704	0.445245	3	0.272349	5	0.61168
YNL315C	ATP11	1.98909	2.505831	0.926613	1.0451	1.37882	2.047613	1.979557	1.37715	1.192261	1.045090	3	1.378816	5	1.31933
YNL316C	PHA2	0.90877	0.626875	1.016133	0.3980	0.59362	0.665148	0.902854	0.78008	0.537958	0.626875	3	0.665148	5	1.06105
YNL317W	PFS2	0.47273	0.812387	1.445673	0.4756	0.60161	0.681648	0.540418	0.92434	0.486929	0.812387	3	0.601610	5	0.74055
YNL318C	HXT14	NA	0.009110	0.014135	NA	NA	0.002003	0.000616	0.00401	NA	0.011622	2	0.002003	3	0.17236
YNL320W		0.83815	1.394618	0.732652	0.6173	0.83291	1.420388	1.235660	0.64116	0.786298	0.732652	3	0.832911	5	1.13684
YNL321W	VNX1	0.15352	0.240019	0.123287	0.7269	0.43680	0.760708	0.762280	0.17632	0.517319	0.240019	3	0.517319	5	2.15533
YNL322C	KRE1	1.36092	4.201962	1.174756	3.0725	3.84536	6.814757	7.462409	2.05838	4.347886	3.072515	3	4.347886	5	1.41509
YNL323W	LEM3	1.35558	1.493164	0.101299	1.4255	2.21796	2.509465	2.947909	0.16830	1.812772	1.425507	3	2.217962	5	1.55591
YNL325C	FIG4	0.54523	0.307113	0.057324	0.2775	0.22962	0.356763	0.255112	0.03473	0.187333	0.277510	3	0.229620	5	0.82743
YNL326C	PFA3	1.11619	0.929042	0.074600	0.4907	0.42580	0.494554	0.454816	0.05209	0.326812	0.490745	3	0.425798	5	0.86766
YNL327W	EGT2	2.58369	1.452988	1.696958	3.7814	5.94390	5.315249	6.224438	1.76452	4.953202	1.696958	3	5.315249	5	3.13222
YNL328C	MDJ2	0.28473	0.122065	0.018061	NA	0.47574	0.275154	0.310135	0.02805	NA	0.070063	2	0.292644	4	4.17687
YNL329C	PEX6	0.48935	0.401247	0.245788	0.5508	0.16537	0.278035	0.235496	0.09484	0.172137	0.401247	3	0.172137	5	0.42901
