# Ribosome density, mRNA level, and translational efficiency measurements for haploid budding yeast (S.cerevisiae) growing exponentially in rich medium with glucose 
#
# Generated Tue Apr 07 00:00:36 2015 
#
# Citation:
#   "Accounting for experimental noise reveals that transcript levels,
#   amplified by post-transcriptional regulation, largely determine steady-state protein levels in yeast,"
#   Gábor Csárdi, Alexander Franks, David S. Choi, Eduardo M. Airoldi, and D. Allan Drummond, PLoS Genetics, 2015
#
# orf = Systematic yeast ORF (open reading frame) identifier
# gene = Common gene name
# ing1 = Ingolia et al. 2009 mRNA (average of two replicates)
# ger1 = Gerashchenko et al. 2012 mRNA
# mcm1 = McManus et al. 2014 mRNA
# sub1 = Subtelny et al. 2014 mRNA
# rd.ing1 = Ingolia et al. 2009 ribosome footprint density (average of two replicates)
# rd.ger1 = Gerashchenko et al. 2012 ribosome footprint density
# rd.ger2 = Gerashchenko et al. 2014 ribosome footprint density
# rd.mcm1 = McManus et al. 2014 ribosome footprint density (average of two replicates)
# rd.sub1 = Subtelny et al. 2014 ribosome footprint density
# mrna.median = Median of normalized mRNA measurements from ribosome profiling studies, excluding Ingolia et al. 2009
# mrna.n = Number of mRNA-level measurements from ribosome profiling studies, excluding Ingolia et al. 2009
# rd.median = Median of normalized ribosome footprint density measurements
# rd.n = Number of ribosome footprint density measurements from ribosome profiling studies
# te = Translational efficiency (rd.median/mrna.median)
orf	gene	ing1	ger1	mcm1	sub1	rd.ing1	rd.ger1	rd.ger2	rd.mcm1	rd.sub1	mrna.median	mrna.n	rd.median	rd.n	te
YDR424C	DYN2	4.32120	5.245004	0.300757	2.3896	5.21917	6.102161	3.164199	0.61177	5.660802	2.389622	3	5.219169	5	2.18410
YDR425W	SNX41	0.21936	0.293934	0.776627	0.2480	0.36837	0.420972	0.381281	0.76538	0.270793	0.293934	3	0.381281	5	1.29717
YDR427W	RPN9	6.29743	3.587650	4.375497	2.4374	5.64811	5.473886	6.394077	5.53132	3.292155	3.587650	3	5.531321	5	1.54177
YDR428C	BNA7	1.38153	1.564108	0.924257	0.7497	1.06652	1.589086	1.366374	0.87625	0.842770	0.924257	3	1.066518	5	1.15392
YDR429C	TIF35	14.84594	14.200053	3.387633	6.4435	17.21348	13.992053	16.777384	6.21522	11.699898	6.443459	3	13.992053	5	2.17151
YDR430C	CYM1	0.41084	0.537155	1.379711	0.9488	0.61625	1.163518	1.019190	2.69286	0.819183	0.948763	3	1.019190	5	1.07423
YDR432W	NPL3	2.38936	3.033453	5.375924	6.4799	20.81310	18.949291	23.741328	13.90778	19.280065	5.375924	3	19.280065	5	3.58637
YDR434W	GPI17	2.39647	1.671726	2.118645	1.2855	1.72889	2.330187	2.215232	2.26542	1.378006	1.671726	3	2.215232	5	1.32512
YDR435C	PPM1	1.02205	1.282668	0.906981	0.5009	0.57667	0.907875	0.651645	0.64516	0.508928	0.906981	3	0.645165	5	0.71133
YDR436W	PPZ2	0.25186	0.339721	0.993360	0.2935	0.24928	0.333036	0.322433	0.52228	0.239042	0.339721	3	0.322433	5	0.94911
YDR437W	GPI19	0.58370	0.238643	0.177470	NA	0.75434	0.582141	0.578752	0.20838	NA	0.208057	2	0.580446	4	2.78985
YDR438W	THI74	0.61782	0.418509	0.557538	NA	NA	0.008953	0.000899	0.01202	NA	0.488024	2	0.008953	3	0.01835
YDR439W	LRS4	0.39965	0.594444	0.654126	0.2696	0.56983	0.313410	0.351678	0.39672	0.230424	0.594444	3	0.351678	5	0.59161
YDR440W	DOT1	0.58743	0.728280	0.599942	0.4649	0.36163	0.533437	0.506732	0.47553	0.340873	0.599942	3	0.475525	5	0.79262
YDR441C	APT2	0.68586	2.509478	0.767204	1.2418	1.53868	2.472964	1.534831	0.91098	1.154613	1.241794	3	1.534831	5	1.23598
YDR443C	SSN2	0.15383	0.149609	0.508066	0.4320	0.16113	0.253394	0.256190	0.79210	0.162839	0.432038	3	0.253394	5	0.58651
YDR444W		0.62572	0.751979	0.722444	0.4287	0.21692	0.285387	0.252827	0.32993	0.193456	0.722444	3	0.252827	5	0.34996
YDR446W	ECM11	0.01121	0.017150	0.036122	NA	0.01943	0.007026	0.018255	0.01469	NA	0.026636	2	0.016474	4	0.61849
YDR447C	RPS17B	NA	NA	10.975649	NA	NA	NA	NA	18.84870	NA	10.975649	1	18.848700	1	1.71732
YDR448W	ADA2	1.77152	0.715165	1.323957	0.6768	0.61664	0.871604	0.792167	1.00047	0.705559	0.715165	3	0.792167	5	1.10767
YDR449C	UTP6	2.90541	2.782002	2.202668	1.1151	2.08408	2.282235	2.112042	1.42658	1.369841	2.202668	3	2.084075	5	0.94616
YDR450W	RPS18A	NA	NA	12.766839	NA	NA	NA	NA	21.19828	NA	12.766839	1	21.198276	1	1.66042
YDR451C	YHP1	1.77081	0.616974	1.663977	0.8960	2.20733	1.240874	2.159850	1.70174	1.478703	0.895961	3	1.701739	5	1.89935
YDR452W	PPN1	2.41729	1.736241	2.322814	1.7378	1.09404	1.899507	1.660051	3.21380	1.159603	1.737769	3	1.660051	5	0.95528
YDR453C	TSA2	0.48466	3.161765	0.386350	0.4614	0.26285	2.530350	0.727901	0.18567	0.613480	0.461392	3	0.613480	5	1.32963
YDR454C	GUK1	12.92671	19.549526	5.339802	8.4414	19.96623	19.554812	23.215494	8.45260	15.827339	8.441362	3	19.554812	5	2.31655
YDR456W	NHX1	0.75858	1.557034	2.246643	0.9903	0.87726	2.023643	1.328426	2.32153	0.612120	1.557034	3	1.328426	5	0.85318
YDR457W	TOM1	0.27686	0.192327	1.788834	1.9137	0.73675	1.283041	1.110826	7.48284	0.822585	1.788834	3	1.110826	5	0.62098
YDR458C	HEH2	1.13183	0.911781	1.242289	0.6095	1.01670	0.688473	0.764643	1.14340	0.549978	0.911781	3	0.764643	5	0.83863
YDR459C	PFA5	1.56062	1.158106	0.977655	0.4282	0.19647	0.136024	0.157237	0.17765	0.076430	0.977655	3	0.157237	5	0.16083
YDR460W	TFB3	1.47832	0.849145	0.800970	0.5349	1.33032	1.188957	0.845135	0.68524	0.701704	0.800970	3	0.845135	5	1.05514
YDR461C-A		2.11938	1.261338	0.192390	NA	2.12903	0.851659	1.958657	0.39672	NA	0.726864	2	1.405158	4	1.93318
YDR461W	MFA1	10.08170	NA	0.020417	6.3060	30.50841	NA	NA	0.01336	24.715433	3.163193	2	24.715433	3	7.81344
YDR462W	MRPL28	1.62818	1.452005	0.768774	1.0345	3.14340	2.197950	3.091666	1.30903	2.504723	1.034462	3	2.504723	5	2.42128
YDR463W	STP1	1.23141	1.070697	2.661263	1.0129	1.87560	1.828801	2.521644	2.25875	1.479157	1.070697	3	1.875603	5	1.75176
YDR464W	SPP41	0.28775	0.442561	0.629783	0.5991	0.54065	0.402505	0.535437	1.13538	0.351532	0.599050	3	0.535437	5	0.89381
YDR465C	RMT2	3.08526	4.371801	1.328668	1.0900	1.69068	3.362786	2.506187	1.81394	1.552185	1.328668	3	1.813942	5	1.36523
YDR466W	PKH3	0.38035	0.452933	1.056967	0.4940	0.31468	0.408767	0.380717	0.72798	0.286896	0.493951	3	0.380717	5	0.77076
YDR468C	TLG1	3.54334	2.053726	0.850442	0.7401	2.92764	2.163982	1.748246	0.95239	1.908026	0.850442	3	1.908026	5	2.24357
YDR469W	SDC1	2.91645	2.921182	0.535551	0.9197	1.72956	1.635432	1.575347	0.58506	0.995630	0.919747	3	1.575347	5	1.71280
YDR470C	UGO1	0.48282	0.539408	0.875570	0.4457	0.55505	0.669296	0.705692	0.88026	0.436353	0.539408	3	0.669296	5	1.24080
YDR471W	RPL27B	44.50482	30.069318	8.272767	27.9070	81.54870	34.044459	37.764859	17.10956	55.496270	27.907036	3	37.764859	5	1.35324
YDR472W	TRS31	2.31043	1.230028	2.557608	0.6767	1.25589	1.320068	1.456752	1.33040	0.919880	1.230028	3	1.320068	5	1.07320
YDR473C	PRP3	0.79674	0.501326	0.430325	0.2610	0.60278	0.420205	0.457640	0.40740	0.328853	0.430325	3	0.420205	5	0.97648
YDR475C	JIP4	0.36687	0.322824	1.239148	0.3495	0.21189	0.240790	0.198600	0.70527	0.179395	0.349544	3	0.211892	5	0.60620
YDR476C		0.44005	3.139573	1.020845	1.2236	1.19435	4.306294	3.411557	1.34910	1.650840	1.223574	3	1.650840	5	1.34920
YDR477W	SNF1	0.59333	0.910266	2.018916	1.3636	1.96477	2.386176	2.158720	2.85849	1.627707	1.363594	3	2.158720	5	1.58311
YDR478W	SNM1	1.16679	0.893342	0.385565	NA	0.73778	0.558290	0.724974	0.40874	NA	0.639453	2	0.641632	4	1.00341
YDR479C	PEX29	0.50840	0.625520	1.171615	0.3941	0.32139	0.421518	0.365003	0.56235	0.283040	0.625520	3	0.365003	5	0.58352
YDR480W	DIG2	0.46265	0.687725	0.782909	0.4072	0.51373	0.560768	0.610641	0.42210	0.499856	0.687725	3	0.513733	5	0.74700
YDR481C	PHO8	5.29714	2.492037	7.279407	3.9732	3.30442	3.447913	5.072173	9.35556	4.799435	3.973199	3	4.799435	5	1.20795
YDR482C	CWC21	1.50762	2.292431	0.268561	0.5884	0.86190	1.156527	1.014209	0.29921	1.155747	0.588422	3	1.014209	5	1.72361
YDR483W	KRE2	4.17636	7.254089	6.973153	4.4415	6.08155	7.440207	8.332475	8.61689	4.425223	6.973153	3	7.440207	5	1.06698
YDR484W	VPS52	0.77499	0.425512	1.177898	0.3649	0.50435	0.472643	0.459977	0.80011	0.301184	0.425512	3	0.472643	5	1.11076
YDR485C	VPS72	0.81510	0.429205	0.983937	0.3544	0.45097	0.422123	0.469400	0.60643	0.345409	0.429205	3	0.450973	5	1.05072
YDR486C	VPS60	1.62603	1.698411	0.654911	0.9408	2.88067	2.357179	2.497868	1.20217	1.661046	0.940834	3	2.357179	5	2.50541
YDR487C	RIB3	NA	10.016239	3.307536	NA	NA	7.596342	8.790398	5.02774	NA	6.661888	2	7.596342	3	1.14027
YDR488C	PAC11	0.26400	0.596332	0.255211	0.3733	0.15185	0.251488	0.266332	0.24978	0.212734	0.373331	3	0.249784	5	0.66907
YDR489W	SLD5	0.46749	0.483111	0.720873	0.3757	0.66793	0.685581	0.763282	0.45148	0.401427	0.483111	3	0.667928	5	1.38255
YDR490C	PKH1	0.26104	0.341807	0.969802	0.5319	0.35072	0.525604	0.481570	0.86423	0.429323	0.531908	3	0.481570	5	0.90536
YDR492W	IZH1	1.59203	2.036190	0.895987	0.6098	1.44326	2.425232	2.466724	1.52008	1.045978	0.895987	3	1.520078	5	1.69654
YDR493W	MZM1	1.21250	1.167562	0.359651	0.6400	2.06961	1.639649	1.719515	0.79744	1.602760	0.640044	3	1.639649	5	2.56177
YDR494W	RSM28	2.83797	1.396227	1.313748	0.6697	1.11034	1.277599	1.290323	1.10867	0.953446	1.313748	3	1.110339	5	0.84517
YDR495C	VPS3	0.35835	0.439492	0.819817	0.2929	0.32795	0.376544	0.335014	0.66921	0.232918	0.439492	3	0.335014	5	0.76228
YDR496C	PUF6	4.50092	3.281021	3.064104	1.8152	4.41876	4.124094	5.600729	4.25168	2.801825	3.064104	3	4.251677	5	1.38758
YDR497C	ITR1	4.63898	3.436309	3.977367	3.6031	2.88872	5.322203	4.044356	6.21656	2.492930	3.603074	3	4.044356	5	1.12247
YDR498C	SEC20	1.07389	1.140106	1.360864	0.4882	0.60702	0.782485	0.755502	0.80145	0.463342	1.140106	3	0.755502	5	0.66266
YDR499W	LCD1	0.56383	0.563013	0.619574	0.2902	0.25513	0.204018	0.217343	0.31390	0.143108	0.563013	3	0.217343	5	0.38604
YDR500C	RPL37B	50.68195	63.816303	8.528763	45.2969	123.72135	56.778194	68.980407	8.46595	104.676301	45.296869	3	68.980407	5	1.52285
YDR501W	PLM2	0.26713	0.168255	0.431110	0.1857	0.30104	0.258775	0.294652	0.26581	0.227022	0.185738	3	0.265813	5	1.43112
YDR502C	SAM2	1.91618	3.683850	2.347157	5.4309	8.75366	10.834113	10.777503	9.00827	11.114767	3.683850	3	10.777503	5	2.92561
YDR503C	LPP1	0.76532	0.856936	0.753069	0.4875	0.48189	0.619703	0.611822	0.66253	0.424107	0.753069	3	0.611822	5	0.81244
YDR504C	SPG3	1.16876	0.352839	NA	NA	0.04820	0.057982	0.023853	NA	NA	0.352839	1	0.048199	3	0.13660
YDR505C	PSP1	0.59374	0.366663	0.925042	0.9052	1.24679	1.056151	1.173782	1.91947	0.674261	0.905239	3	1.173782	5	1.29665
YDR506C	GMC1	0.17528	0.187460	0.250500	0.2692	0.20048	0.357390	0.361203	0.45282	0.269432	0.250500	3	0.357390	5	1.42671
YDR507C	GIN4	0.59935	0.506160	1.074243	1.2251	1.87425	1.662770	1.636352	2.59802	1.211992	1.074243	3	1.662770	5	1.54785
YDR508C	GNP1	3.46732	2.890158	6.969227	3.9344	4.58275	5.936974	6.633116	8.82393	4.363308	3.934399	3	5.936974	5	1.50899
YDR510W	SMT3	3.70231	27.981423	2.856009	9.9814	33.95340	27.492928	29.067560	5.84522	27.349883	9.981415	3	27.492928	5	2.75441
YDR511W	SDH7	0.53114	1.470168	0.453098	0.8717	1.78220	1.371866	1.580200	0.90697	1.587111	0.871668	3	1.580200	5	1.81285
YDR512C	EMI1	0.90983	2.020073	NA	1.0468	2.04510	2.536193	2.857403	NA	2.482044	1.533425	2	2.509118	4	1.63628
YDR513W	GRX2	3.64860	6.788766	2.638490	3.2846	10.56433	10.958077	7.687096	5.81316	8.816200	3.284570	3	8.816200	5	2.68413
YDR514C		1.25637	0.954400	0.765633	0.4327	0.67424	0.769448	0.711802	0.74000	0.523216	0.765633	3	0.711802	5	0.92969
YDR515W	SLF1	0.77238	0.645653	0.245003	0.4690	1.02839	0.838601	1.051823	0.82015	0.682426	0.468983	3	0.838601	5	1.78813
YDR516C	EMI2	0.71148	0.979043	1.894844	1.6845	1.17754	3.001234	2.067521	3.63723	2.952643	1.684460	3	2.952643	5	1.75287
YDR517W	GRH1	1.50884	2.435753	2.414690	1.6278	1.91426	2.920900	2.180134	2.59802	1.742692	2.414690	3	2.180134	5	0.90286
YDR518W	EUG1	0.93827	1.260663	1.626284	1.1266	2.14697	2.948453	2.679446	2.61806	1.619996	1.260663	3	2.618061	5	2.07673
YDR519W	FPR2	5.01423	5.811163	1.028697	2.7694	5.53866	5.928088	5.346567	2.40701	5.232386	2.769363	3	5.346567	5	1.93061
YDR520C	URC2	0.77240	0.340424	1.157481	0.2593	0.25413	0.317345	0.276397	0.37534	0.202074	0.340424	3	0.276397	5	0.81192
YDR522C	SPS2	0.00581	NA	0.012564	NA	NA	0.004301	0.004365	0.00668	NA	0.012564	1	0.004365	3	0.34740
YDR523C	SPS1	0.10532	0.015720	NA	NA	NA	0.007701	0.006932	NA	NA	0.015720	1	0.007317	2	0.46546
YDR524C	AGE1	0.37996	0.901668	0.810393	0.6333	0.43639	0.670005	0.567301	0.72397	0.295060	0.810393	3	0.567301	5	0.70003
YDR524C-B		75.90728	126.765133	NA	48.9468	327.29779	154.633518	233.369415	NA	152.992243	87.855987	2	194.001466	4	2.20818
YDR524W-C		0.02775	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA
YDR525W-A	SNA2	0.94033	0.715759	0.223801	NA	5.09068	3.468002	4.833878	1.59354	NA	0.469780	2	4.150940	4	8.83593
YDR527W	RBA50	1.29861	2.117853	1.521058	0.9483	1.75184	1.272970	1.664441	1.11535	0.922829	1.521058	3	1.272970	5	0.83690
YDR528W	HLR1	0.45206	1.008903	0.353369	0.5977	0.61177	0.565681	0.710775	0.32993	0.311843	0.597701	3	0.565681	5	0.94643
YDR529C	QCR7	6.42682	2.513299	1.400913	3.1533	6.37120	2.896741	5.149353	3.17239	5.752654	2.513299	3	5.149353	5	2.04884
YDR530C	APA2	0.65189	0.651420	1.119788	0.4244	0.50969	0.563218	0.668051	0.64516	0.402107	0.651420	3	0.563218	5	0.86460
YDR531W	CAB1	3.28177	3.132406	1.864219	1.4054	1.74320	2.828089	2.211561	1.43058	1.294319	1.864219	3	1.743202	5	0.93508
YDR532C	KRE28	1.28521	0.574106	0.409123	0.2831	0.27487	0.404943	0.308851	0.30054	0.292792	0.409123	3	0.300543	5	0.73460
YDR533C	HSP31	1.05657	1.473843	2.548185	0.4828	0.69642	1.073777	1.230396	2.28145	0.906726	1.473843	3	1.073777	5	0.72856
YDR534C	FIT1	0.05618	2.055859	NA	0.1817	0.30319	19.497185	3.139731	NA	0.290071	1.118774	2	1.721460	4	1.53870
YDR536W	STL1	0.02267	0.004788	0.028270	NA	NA	0.003193	NA	0.01069	NA	0.016529	2	0.006939	2	0.41985
YDR538W	PAD1	0.66546	0.845571	0.666690	0.5024	0.57307	0.597941	0.497566	0.68524	0.398706	0.666690	3	0.573073	5	0.85958
YDR539W	FDC1	1.12392	1.398608	1.385207	1.0179	1.37876	1.398056	1.007328	1.29701	1.114697	1.385207	3	1.297009	5	0.93633
YDR540C	IRC4	0.34936	0.357379	NA	NA	0.23202	0.161477	0.145272	NA	NA	0.357379	1	0.161477	3	0.45184
YDR541C		0.49422	0.934874	0.756210	0.4578	0.11444	0.236460	0.269336	0.25379	0.218404	0.756210	3	0.236460	5	0.31269
YDR542W	PAU10	NA	NA	0.016491	NA	NA	NA	NA	0.00534	NA	0.016491	1	0.005343	1	0.32400
YDR545W	YRF1-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA
YEL001C	IRC22	5.88793	9.297819	2.232508	4.2839	8.28843	11.941739	9.407047	4.33984	6.858279	4.283943	3	8.288434	5	1.93477
YEL002C	WBP1	3.08475	3.610501	5.238503	3.6031	7.67191	7.605238	8.138471	8.16541	5.223995	3.610501	3	7.671912	5	2.12489
YEL003W	GIM4	8.52895	6.826307	0.672187	3.2264	11.04401	4.686409	7.191763	1.35311	5.273209	3.226369	3	5.273209	5	1.63441
YEL004W	YEA4	0.52861	0.516091	0.507281	0.2620	0.29723	0.520963	0.503959	0.43545	0.327038	0.507281	3	0.435453	5	0.85841
YEL005C	VAB2	0.40769	0.508390	0.706739	0.2551	0.22376	0.271410	0.190872	0.22841	0.149231	0.508390	3	0.223757	5	0.44013
YEL006W	YEA6	2.86324	1.494096	1.692246	0.6596	0.60503	0.578027	0.538903	0.43278	0.343594	1.494096	3	0.538903	5	0.36069
YEL007W	MIT1	NA	0.711212	NA	NA	NA	1.522149	1.792793	NA	NA	0.711212	1	1.657471	2	2.33049
YEL009C	GCN4	10.76252	27.571708	17.695162	14.0083	1.50600	2.338718	1.994962	0.62379	0.628449	17.695162	3	1.505998	5	0.08511
YEL011W	GLC3	0.15033	0.179029	1.060108	0.3193	0.18367	0.419161	0.168431	0.66119	0.290751	0.319347	3	0.290751	5	0.91045
YEL012W	UBC8	1.00218	0.899518	0.340020	0.5997	1.20531	1.404338	1.086845	0.58105	0.930313	0.599725	3	1.086845	5	1.81224
YEL013W	VAC8	1.74512	1.152695	1.715804	2.5774	2.43984	3.458583	3.291550	4.97699	2.380440	1.715804	3	3.291550	5	1.91837
YEL015W	EDC3	2.83961	1.158208	2.752354	1.0864	1.69750	1.629885	2.064286	2.23737	1.511588	1.158208	3	1.697505	5	1.46563
YEL016C	NPP2	1.25086	1.049695	0.961164	0.5005	0.18979	0.301630	0.245817	0.29787	0.182570	0.961164	3	0.245817	5	0.25575
YEL017C-A	PMP2	31.59957	0.385409	2.124927	31.0497	140.76471	2.110583	0.777840	3.75879	76.194711	2.124927	3	3.758787	5	1.76890
YEL017W	GTT3	0.72398	1.244777	1.762135	0.9263	1.48892	1.514139	1.800367	1.36513	1.280711	1.244777	3	1.488916	5	1.19613
YEL018W	EAF5	2.03141	1.216642	0.519060	0.4811	1.12545	0.870953	0.677371	0.43145	0.676983	0.519060	3	0.677371	5	1.30500
YEL019C	MMS21	0.32529	0.197084	0.221445	NA	0.35928	0.367894	0.420539	0.21906	NA	0.209264	2	0.363589	4	1.73746
YEL020C		0.63535	0.356436	0.956453	0.3070	0.19762	0.212772	0.188176	0.31924	0.210239	0.356436	3	0.210239	5	0.58984
YEL020W-A	TIM9	5.22145	1.673238	0.676898	1.9259	7.91711	2.256360	6.766269	2.37763	4.875865	1.673238	3	4.875865	5	2.91403
YEL021W	URA3	NA	NA	2.261563	NA	NA	NA	NA	2.75564	NA	2.261563	1	2.755642	1	1.21847
YEL022W	GEA2	0.54302	0.520482	1.722086	1.4505	0.89817	1.683035	1.298899	4.38124	0.917612	1.450474	3	1.298899	5	0.89550
YEL023C		0.41749	0.499113	0.616433	0.1717	0.00561	0.005468	0.002208	0.00668	0.002722	0.499113	3	0.005468	5	0.01096
YEL024W	RIP1	0.75265	0.624531	0.650985	1.0645	2.16634	1.245583	1.754434	1.83932	2.101255	0.650985	3	1.839321	5	2.82544
YEL025C		0.53475	0.661209	1.739362	0.5338	0.09902	0.216480	0.158906	0.47953	0.121789	0.661209	3	0.158906	5	0.24033
YEL026W	SNU13	5.11577	30.234699	4.446956	11.7595	41.11039	42.315914	46.526398	7.95837	23.120157	11.759503	3	41.110388	5	3.49593
YEL027W	VMA3	24.13150	49.167288	4.567101	23.4358	53.79757	93.707608	61.344021	14.04135	42.575989	23.435837	3	53.797570	5	2.29553
YEL029C	BUD16	2.28604	1.119018	0.859080	0.5717	0.65976	0.835482	0.806314	0.67054	0.425467	0.859080	3	0.670544	5	0.78054
YEL030W	ECM10	0.26838	0.176427	0.464877	0.1579	0.22039	0.037079	0.027832	0.04942	0.022906	0.176427	3	0.037079	5	0.21017
YEL031W	SPF1	0.94043	1.896628	3.532907	5.0706	4.17102	10.120163	7.276441	16.47375	4.393925	3.532907	3	7.276441	5	2.05962
YEL032W	MCM3	0.57990	0.733591	2.141418	1.2096	1.03923	1.341801	1.243003	2.79705	0.906953	1.209572	3	1.243003	5	1.02764
YEL033W	MTC7	NA	6.046345	4.018201	NA	NA	0.041228	0.008627	0.00401	NA	5.032273	2	0.008627	3	0.00171
YEL034W	HYP2	18.65977	NA	9.235502	64.7148	197.96270	NA	NA	36.80913	184.373180	36.975152	2	184.373180	3	4.98641
YEL035C	UTR5	0.01746	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA
YEL036C	ANP1	2.05011	1.280117	2.629853	1.2244	1.53702	1.413190	1.713430	2.71691	1.217889	1.280117	3	1.537017	5	1.20068
YEL037C	RAD23	1.84761	2.962413	3.319315	2.8606	7.24903	5.880072	8.070765	6.06562	5.926832	2.962413	3	6.065619	5	2.04753
YEL038W	UTR4	2.96467	3.415883	1.127641	1.3867	1.77510	3.179486	2.779400	1.71777	2.061566	1.386706	3	2.061566	5	1.48666
YEL039C	CYC7	NA	0.076445	0.197887	NA	NA	0.189282	0.156390	0.30188	NA	0.137166	2	0.189282	3	1.37995
YEL040W	UTR2	7.11558	8.126686	5.783477	5.8493	9.77936	13.582948	12.358781	8.66231	7.496707	5.849301	3	9.779363	5	1.67189
YEL041W	YEF1	0.18069	0.177710	0.331382	0.1464	0.10044	0.191144	0.124501	0.19101	0.105686	0.177710	3	0.124501	5	0.70058
YEL042W	GDA1	0.97377	3.756214	4.205879	2.9308	4.22069	6.005829	5.851322	7.57635	3.568392	3.756214	3	5.851322	5	1.55777
YEL043W		0.27466	0.569698	1.825741	0.8367	0.43557	0.607408	0.576698	1.39853	0.334749	0.836747	3	0.576698	5	0.68921
YEL044W	IES6	3.94384	2.891046	0.605439	1.2286	1.82408	1.620478	2.861947	0.60910	2.370688	1.228635	3	1.824081	5	1.48464
YEL046C	GLY1	2.25787	6.466463	4.532550	6.8935	12.33228	15.055843	20.630534	13.22521	12.602768	6.466463	3	13.225213	5	2.04520
YEL047C	FRD1	1.77401	2.462154	3.678967	2.4325	4.46335	6.100990	5.510531	5.81851	3.510332	2.462154	3	5.510531	5	2.23809
YEL048C	TCA17	2.92063	2.761201	0.681610	0.8398	1.70605	1.559765	0.914459	0.51827	0.729146	0.839784	3	0.914459	5	1.08892
YEL049W	PAU2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA
YEL050C	RML2	1.63938	1.565857	1.364791	0.9020	1.46153	1.278543	1.162279	1.70441	0.851161	1.364791	3	1.278543	5	0.93681
YEL051W	VMA8	8.67681	14.885623	4.181536	7.9327	14.33891	17.160385	11.026710	6.18717	10.973247	7.932734	3	11.026710	5	1.39003
YEL052W	AFG1	1.05327	1.305538	2.164190	0.9685	0.83187	0.705354	0.806160	1.60824	0.662695	1.305538	3	0.806160	5	0.61749
YEL053C	MAK10	0.53564	0.715078	1.338092	0.4830	0.25798	0.654210	0.463726	0.98578	0.317513	0.715078	3	0.463726	5	0.64850
YEL054C	RPL12A	NA	NA	14.118280	NA	NA	NA	NA	24.42811	NA	14.118280	1	24.428108	1	1.73025
YEL055C	POL5	1.13687	1.513596	2.472014	1.9696	1.95271	2.884264	2.728845	5.82919	1.750630	1.969561	3	2.728845	5	1.38551
YEL056W	HAT2	1.88947	0.911600	2.032266	0.9744	0.87978	1.276039	1.092673	1.37715	0.910809	0.974406	3	1.092673	5	1.12137
YEL057C		0.25403	0.133164	0.149986	NA	0.04277	0.016245	0.053636	0.04007	NA	0.141575	2	0.041419	4	0.29256
YEL058W	PCM1	2.96724	1.962793	3.223513	1.9061	2.15329	3.635889	3.163147	5.31894	2.448251	1.962793	3	3.163147	5	1.61155
YEL059C-A	SOM1	0.30594	0.542656	0.123287	NA	0.53437	0.642291	0.334347	0.15762	NA	0.332971	2	0.434360	4	1.30450
YEL060C	PRB1	0.33939	0.836473	1.914476	1.5120	2.34577	6.172249	3.904116	4.93825	2.365925	1.512049	3	3.904116	5	2.58200
YEL061C	CIN8	0.60845	0.537953	0.391062	0.6319	0.43352	0.457963	0.483804	0.67054	0.354481	0.537953	3	0.457963	5	0.85131
YEL062W	NPR2	0.32086	0.285749	1.279982	0.3566	0.24940	0.300185	0.326413	0.71730	0.194817	0.356630	3	0.300185	5	0.84173
YEL063C	CAN1	0.68697	1.360104	1.830453	1.4550	1.82025	2.370140	2.290770	3.10026	1.521567	1.455029	3	2.290770	5	1.57438
YEL064C	AVT2	0.66418	0.528036	0.650199	0.2252	0.31443	0.483198	0.285512	0.40206	0.176900	0.528036	3	0.314428	5	0.59547
YEL065W	SIT1	1.60963	8.998766	1.228940	2.5463	1.25036	20.775154	8.688492	2.42838	2.589545	2.546343	3	2.589545	5	1.01697
YEL066W	HPA3	0.68817	2.070696	0.518275	1.3644	1.87093	2.656765	3.461111	0.79477	2.039794	1.364438	3	2.039794	5	1.49497
YEL067C		0.07495	0.514931	NA	NA	NA	0.098747	0.063085	NA	NA	0.514931	1	0.080916	2	0.15714
YEL069C	HXT13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA
YEL070W	DSF1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA
YEL071W	DLD3	14.88878	8.913997	23.023185	6.4511	12.71134	22.401636	21.904296	25.21620	10.510812	8.913997	3	21.904296	5	2.45729
YEL072W	RMD6	0.92957	0.437141	0.563820	0.3084	0.11798	0.072859	0.051582	0.15762	0.052163	0.437141	3	0.072859	5	0.16667
YEL073C		0.28696	0.006882	NA	NA	0.07333	0.022389	NA	NA	NA	0.006882	1	0.047862	2	6.95437
YEL075C		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA
YEL076C		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA
YEL076C-A		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA
YEL077C		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA
YER001W	MNN1	1.29831	0.664826	2.928253	1.1689	1.55168	1.005864	1.521942	5.13995	1.214941	1.168916	3	1.521942	5	1.30201
