# SCM estimates of mRNA and protein levels, log-transformed and unscaled, for haploid budding yeast (S.cerevisiae) growing exponentially in rich medium with glucose 
#
# Generated Tue Apr 07 00:00:36 2015 
#
# Citation:
#   "Accounting for experimental noise reveals that transcript levels,
#   amplified by post-transcriptional regulation, largely determine steady-state protein levels in yeast,"
#   Gábor Csárdi, Alexander Franks, David S. Choi, Eduardo M. Airoldi, and D. Allan Drummond, PLoS Genetics, 2015
#
# orf = Systematic yeast ORF (open reading frame) identifier
# gene = Common gene name
# mrna = Messenger RNA level
# prot = Protein level
# sd.mrna = Standard deviation on estimates of log-transformed mRNA levels (mRNA lower bound = exp(log(mrna)-sd.mrna)), mRNA upper bound = exp(log(mrna)+sd.mrna)))
# sd.prot = Standard deviation on estimates of log-transformed protein levels (protein lower bound = exp(log(prot)-sd.prot)), protein upper bound = exp(log(prot)+sd.prot)))
# n.mrna = Number of mRNA-level measurements
# n.prot = Number of protein-level measurements
orf	gene	mrna	prot	sd.mrna	sd.prot	n.mrna	n.prot
YMR158C-A		-1.860525	-1.830220	0.359	0.493	3	0
YMR158W	MRPS8	0.110370	-0.045702	0.317	0.338	11	4
YMR159C	ATG16	-1.153601	-0.788532	0.275	0.301	9	2
YMR160W		-0.481022	-0.563048	0.240	0.294	12	4
YMR161W	HLJ1	0.408738	0.299899	0.249	0.210	13	5
YMR162C	DNF3	-0.446806	-0.566874	0.242	0.362	12	2
YMR163C	INP2	-0.388409	-0.419340	0.288	0.339	11	2
YMR164C	MSS11	-0.795249	-1.000902	0.287	0.385	8	0
YMR165C	PAH1	-0.339623	0.104644	0.292	0.262	10	6
YMR166C	MME1	-0.303550	-0.144414	0.260	0.282	11	2
YMR167W	MLH1	-0.531522	-0.480489	0.262	0.327	11	3
YMR168C	CEP3	-0.777162	-0.472323	0.288	0.302	9	2
YMR169C	ALD3	-0.944264	-0.745112	0.256	0.312	10	5
YMR170C	ALD2	-0.421663	-0.027928	0.265	0.300	10	4
YMR171C	EAR1	0.029334	0.104679	0.280	0.260	11	4
YMR172W	HOT1	-0.654813	-0.747108	0.279	0.314	9	3
YMR173W	DDR48	0.583266	0.665829	0.257	0.230	11	7
YMR174C	PAI3	-0.419061	-0.370616	0.305	0.375	9	3
YMR175W	SIP18	-1.151758	-0.699372	0.339	0.313	7	1
YMR175W-A		-2.438981	-2.218478	0.365	0.452	3	0
YMR176W	ECM5	-0.663221	-0.647642	0.270	0.318	8	3
YMR177W	MMT1	-0.092179	0.107891	0.266	0.238	12	3
YMR178W		0.283858	0.446616	0.251	0.212	12	6
YMR179W	SPT21	-0.477093	-0.751582	0.287	0.413	11	0
YMR180C	CTL1	-0.723604	-0.955075	0.289	0.454	10	0
YMR181C		-0.026737	-0.266068	0.247	0.299	12	1
YMR182C	RGM1	-0.550159	-0.443233	0.257	0.291	9	1
YMR182W-A		-1.833764	-1.813667	0.331	0.494	4	0
YMR183C	SSO2	0.942058	0.663413	0.237	0.238	12	6
YMR184W	ADD37	0.225146	0.176113	0.247	0.214	12	4
YMR185W	RTP1	-0.338076	-0.406202	0.271	0.377	11	5
YMR186W	HSC82	1.925704	1.682124	0.287	0.250	12	9
YMR187C		-0.873056	-1.089757	0.274	0.400	11	0
YMR188C	MRPS17	0.453974	0.596729	0.268	0.241	12	4
YMR189W	GCV2	0.681334	1.027668	0.247	0.211	13	7
YMR190C	SGS1	-1.148338	-1.326266	0.347	0.455	8	0
YMR191W	SPG5	-0.111296	-0.545372	0.260	0.355	13	0
YMR192W	GYL1	-0.085536	0.265290	0.245	0.220	12	8
YMR193W	MRPL24	0.192754	0.441278	0.247	0.212	10	4
YMR194C-B	CMC4	-1.380531	-1.490282	0.342	0.461	4	0
YMR194W	RPL36A	2.183445	1.899317	0.238	0.223	13	8
YMR195W	ICY1	0.673401	0.313116	0.272	0.294	13	1
YMR196W		-0.449112	0.069631	0.282	0.255	8	8
YMR197C	VTI1	0.213419	0.022727	0.234	0.348	12	4
YMR198W	CIK1	-0.884546	-0.938398	0.283	0.315	10	3
YMR199W	CLN1	-0.101036	-0.447226	0.249	0.293	11	1
YMR200W	ROT1	0.799027	0.774806	0.242	0.226	13	3
YMR201C	RAD14	-0.137743	-0.207738	0.246	0.292	12	2
YMR202W	ERG2	1.378432	0.840663	0.231	0.292	13	6
YMR203W	TOM40	1.057318	0.882095	0.229	0.334	13	8
YMR204C	INP1	-0.682577	-0.508695	0.241	0.324	11	3
YMR205C	PFK2	1.999311	2.205064	0.243	0.229	13	9
YMR206W		-1.587996	-1.427626	0.300	0.430	7	1
YMR207C	HFA1	-0.392199	-0.406962	0.283	0.311	11	5
YMR208W	ERG12	0.503451	0.728482	0.283	0.235	13	7
YMR209C		-0.148623	-0.108455	0.227	0.311	11	4
YMR210W		-0.372823	-0.443152	0.264	0.345	11	3
YMR211W	DML1	-0.381227	-0.516642	0.287	0.368	13	3
YMR212C	EFR3	0.380298	0.473678	0.263	0.200	12	5
YMR213W	CEF1	-0.406371	-0.316490	0.256	0.321	11	3
YMR214W	SCJ1	0.363204	0.516684	0.265	0.206	11	8
YMR215W	GAS3	1.084391	1.027705	0.253	0.222	13	5
YMR216C	SKY1	0.275259	0.515743	0.264	0.272	12	5
YMR217W	GUA1	1.648779	1.132767	0.251	0.347	13	7
YMR218C	TRS130	-0.312630	-0.326561	0.243	0.280	12	5
YMR219W	ESC1	-0.178506	-0.241690	0.287	0.380	11	2
YMR220W	ERG8	0.392149	0.326975	0.248	0.207	11	6
YMR221C		0.117850	-0.170839	0.267	0.347	12	3
YMR222C	FSH2	0.065306	0.310280	0.253	0.237	12	4
YMR223W	UBP8	-0.511237	-0.316200	0.238	0.296	11	3
YMR224C	MRE11	-0.651908	-0.594167	0.274	0.344	12	2
YMR225C	MRPL44	0.227801	0.068825	0.256	0.288	11	2
YMR226C		1.293259	1.094193	0.241	0.185	13	10
YMR227C	TAF7	-0.420045	-0.301579	0.248	0.308	11	3
YMR228W	MTF1	-0.255040	0.153742	0.237	0.244	11	3
YMR229C	RRP5	0.778852	1.165383	0.257	0.231	9	8
YMR230W	RPS10B	1.780107	1.573535	0.243	0.229	11	5
YMR230W-A		-1.816150	-1.862109	0.365	0.443	3	0
YMR231W	PEP5	-0.307649	0.096539	0.286	0.224	12	5
YMR232W	FUS2	-1.123829	-1.232039	0.297	0.411	10	0
YMR233W	TRI1	0.086985	0.122660	0.279	0.255	11	3
YMR234W	RNH1	-0.512675	-0.713229	0.244	0.304	11	3
YMR235C	RNA1	1.239752	1.544937	0.221	0.220	13	7
YMR236W	TAF9	0.820824	0.802454	0.219	0.205	11	6
YMR237W	BCH1	0.492912	0.636420	0.239	0.225	11	6
YMR238W	DFG5	0.694645	0.717341	0.255	0.239	13	4
YMR239C	RNT1	0.121236	0.278606	0.254	0.238	12	6
YMR240C	CUS1	-0.106041	-0.009327	0.257	0.306	12	4
YMR241W	YHM2	1.104387	1.068493	0.256	0.248	13	7
YMR242C	RPL20A	2.419145	2.014277	0.275	0.236	13	4
YMR242W-A		-2.669636	-2.568761	0.390	0.519	3	0
YMR243C	ZRC1	1.314382	1.136657	0.216	0.237	13	4
YMR244C-A	COA6	-0.027904	0.271507	0.260	0.231	8	5
YMR244W		-1.926077	-1.817837	0.356	0.448	6	0
YMR246W	FAA4	1.442082	1.579334	0.273	0.223	13	7
YMR247C	RKR1	-0.138724	-0.280607	0.270	0.329	10	5
YMR247W-A		-2.512646	-2.402544	0.372	0.484	3	0
YMR250W	GAD1	-0.010947	0.136255	0.259	0.291	13	6
YMR251W	GTO3	-0.469224	-0.765030	0.278	0.405	11	1
YMR251W-A	HOR7	1.875137	1.463570	0.248	0.205	9	4
YMR252C		0.064640	-0.427534	0.279	0.341	12	1
YMR253C		-0.289768	-0.042499	0.298	0.263	12	2
YMR255W	GFD1	0.300800	0.436391	0.243	0.222	12	5
YMR256C	COX7	0.599470	0.507548	0.272	0.256	10	4
YMR257C	PET111	-0.625926	-0.602845	0.261	0.288	10	1
YMR258C	ROY1	0.003568	0.082048	0.237	0.255	12	3
YMR259C	TRM732	0.143457	0.524926	0.194	0.239	11	6
YMR260C	TIF11	1.412943	1.572729	0.260	0.248	11	7
YMR261C	TPS3	0.649568	1.068946	0.247	0.228	13	8
YMR262W		-0.568888	-0.693805	0.281	0.320	11	2
YMR263W	SAP30	-0.086485	-0.141157	0.254	0.300	11	4
YMR264W	CUE1	0.493202	0.144435	0.251	0.289	13	4
YMR265C		-0.592590	-0.720751	0.269	0.360	11	1
YMR266W	RSN1	0.619982	0.680045	0.243	0.247	12	4
YMR267W	PPA2	-0.093543	-0.268548	0.273	0.292	13	5
YMR268C	PRP24	-0.616337	-0.504891	0.265	0.347	11	2
YMR269W	TMA23	0.106407	0.163586	0.235	0.265	10	3
YMR270C	RRN9	-0.049419	-0.337793	0.291	0.325	11	2
YMR271C	URA10	-0.434037	-0.298637	0.265	0.314	12	4
YMR272C	SCS7	0.829268	0.712366	0.256	0.217	13	4
YMR272W-B		-2.462438	-2.375938	0.366	0.482	2	0
YMR273C	ZDS1	-0.253558	-0.369747	0.255	0.327	11	3
YMR274C	RCE1	-0.411405	-0.687578	0.258	0.370	11	0
YMR275C	BUL1	-0.156349	-0.192431	0.280	0.325	11	4
YMR276W	DSK2	1.008972	0.764911	0.241	0.252	12	6
YMR277W	FCP1	0.240720	0.510792	0.256	0.246	11	5
YMR278W	PRM15	0.219220	0.567018	0.274	0.217	11	6
YMR279C		-1.167810	-1.296347	0.264	0.369	8	0
YMR280C	CAT8	-1.464209	-1.384092	0.263	0.410	8	1
YMR281W	GPI12	-0.347185	-0.538017	0.277	0.370	11	2
YMR282C	AEP2	-0.137132	-0.006284	0.279	0.287	11	4
YMR283C	RIT1	-0.454608	-0.537559	0.249	0.327	13	3
YMR284W	YKU70	-0.519878	-0.365795	0.290	0.326	10	4
YMR285C	NGL2	0.072507	0.191273	0.296	0.246	11	5
YMR286W	MRPL33	0.358957	0.304625	0.269	0.237	11	4
YMR287C	DSS1	-0.322022	-0.213725	0.249	0.300	12	3
YMR288W	HSH155	-0.397173	-0.285485	0.249	0.304	11	5
YMR289W	ABZ2	0.016900	-0.130023	0.256	0.298	12	3
YMR290C	HAS1	0.722646	0.413821	0.293	0.349	13	4
YMR291W	TDA1	0.405386	0.842920	0.256	0.245	13	5
YMR292W	GOT1	0.654422	0.605296	0.270	0.260	12	4
YMR293C	HER2	-0.460755	-0.447680	0.272	0.294	12	2
YMR294W	JNM1	-0.571522	-0.643966	0.260	0.370	11	2
YMR295C		1.572485	1.294146	0.216	0.243	12	5
YMR296C	LCB1	1.268269	1.357926	0.252	0.226	12	8
YMR297W	PRC1	1.543322	1.346494	0.221	0.261	13	7
YMR298W	LIP1	0.829198	0.328669	0.273	0.383	13	2
YMR299C	DYN3	-0.206974	-0.256018	0.256	0.327	12	2
YMR300C	ADE4	0.884871	1.104699	0.278	0.223	12	9
YMR301C	ATM1	0.106203	0.268995	0.259	0.206	12	6
YMR302C	YME2	0.268563	0.365371	0.249	0.280	12	6
YMR303C	ADH2	0.452088	0.501945	0.281	0.209	11	8
YMR304W	UBP15	0.018467	0.372080	0.251	0.240	11	6
YMR305C	SCW10	1.263921	0.638123	0.266	0.237	11	4
YMR306W	FKS3	-1.493618	-1.536900	0.314	0.431	6	0
YMR307W	GAS1	1.992011	1.957504	0.268	0.234	10	7
YMR308C	PSE1	0.941953	1.108837	0.256	0.242	12	8
YMR309C	NIP1	1.280253	1.767481	0.255	0.224	12	8
YMR310C		0.211796	0.091850	0.243	0.297	12	2
YMR311C	GLC8	0.747649	0.888646	0.276	0.229	12	7
YMR312W	ELP6	0.195079	-0.066032	0.269	0.353	13	2
YMR313C	TGL3	0.032303	0.155697	0.246	0.247	12	5
YMR314W	PRE5	1.263368	1.406047	0.262	0.245	13	8
YMR315W		1.018735	0.836571	0.247	0.234	13	9
YMR315W-A		-2.829327	-2.617151	0.442	0.531	2	0
YMR316W	DIA1	-0.235493	-0.313734	0.250	0.325	12	2
YMR317W		-1.382677	-1.362389	0.304	0.428	10	0
YMR318C	ADH6	1.432142	1.387511	0.238	0.227	13	9
YMR319C	FET4	0.332602	0.225243	0.267	0.219	11	4
YMR321C		-0.163922	-0.571743	0.282	0.419	10	0
YMR322C	SNO4	-1.975897	-1.912385	0.312	0.432	8	0
YMR323W	ERR3	-1.474067	-1.286149	0.303	0.378	7	1
YMR325W	PAU19	-2.157487	-2.081631	0.337	0.449	4	0
YNL001W	DOM34	0.314909	0.596637	0.226	0.235	12	6
YNL002C	RLP7	0.852759	0.748800	0.260	0.266	13	5
YNL003C	PET8	0.135884	-0.135902	0.225	0.299	12	3
YNL004W	HRB1	0.599621	0.549879	0.205	0.231	13	6
YNL005C	MRP7	0.537783	0.671817	0.249	0.214	13	6
YNL006W	LST8	0.302971	-0.127024	0.273	0.258	13	2
YNL007C	SIS1	1.771089	1.675835	0.249	0.236	13	9
YNL008C	ASI3	-0.029408	-0.390441	0.274	0.409	13	1
YNL009W	IDP3	-0.581288	-0.612888	0.293	0.360	11	2
YNL010W		1.442484	1.453326	0.265	0.242	13	8
YNL011C		-0.198155	-0.109479	0.278	0.279	11	4
YNL012W	SPO1	-1.119790	-1.201328	0.274	0.410	10	0
YNL014W	HEF3	-0.996334	-0.835011	0.261	0.298	10	4
YNL015W	PBI2	0.725381	0.909660	0.245	0.241	11	6
YNL016W	PUB1	1.192387	1.640402	0.242	0.230	13	8
YNL018C		-1.657987	-1.631997	0.259	0.393	8	1
YNL019C		-1.417226	-1.518494	0.313	0.402	8	0
YNL020C	ARK1	-0.523206	-0.270353	0.275	0.275	9	3
YNL021W	HDA1	-0.115049	0.114900	0.246	0.240	11	5
YNL022C	RCM1	0.231719	0.045543	0.290	0.303	11	4
YNL023C	FAP1	-0.012941	-0.180554	0.306	0.279	11	3
YNL024C		-0.405318	-0.300055	0.291	0.293	11	1
YNL024C-A	KSH1	-0.846891	-0.781014	0.344	0.445	4	2
YNL025C	SSN8	-0.765688	-0.959318	0.282	0.428	11	0
YNL026W	SAM50	-0.081862	-0.201018	0.273	0.314	11	2
YNL027W	CRZ1	0.013693	0.089472	0.238	0.217	12	4
YNL029C	KTR5	-0.076177	-0.331413	0.249	0.292	12	2
YNL030W	HHF2	2.417008	2.400643	0.248	0.237	13	4
YNL031C	HHT2	2.454278	1.976220	0.246	0.271	13	3
YNL032W	SIW14	0.533485	0.329624	0.232	0.311	12	3
YNL033W		-1.433315	-1.066555	0.287	0.364	8	1
YNL034W		-1.973140	-2.007410	0.309	0.421	7	0
YNL035C		-0.021501	0.250463	0.255	0.225	11	5
YNL036W	NCE103	0.448163	0.396710	0.244	0.230	12	5
YNL037C	IDH1	0.937410	1.013894	0.249	0.247	13	9
YNL038W	GPI15	-0.060018	-0.483147	0.298	0.393	12	0
YNL039W	BDP1	0.135030	0.294759	0.266	0.245	11	5
YNL040W		0.364448	0.186012	0.238	0.274	13	4
YNL041C	COG6	0.091313	0.334110	0.244	0.226	11	7
YNL042W	BOP3	-0.272106	-0.392326	0.258	0.374	11	2
YNL042W-B		-2.448665	-2.314324	0.334	0.434	3	0
YNL044W	YIP3	1.112017	1.213793	0.267	0.270	11	6
YNL045W	LAP2	0.664017	0.639911	0.243	0.257	13	9
YNL046W		0.361524	-0.069654	0.238	0.256	13	1
YNL047C	SLM2	-0.119030	-0.070925	0.244	0.346	11	4
YNL048W	ALG11	0.261368	0.409677	0.254	0.244	11	6
YNL049C	SFB2	-0.038940	0.344140	0.268	0.215	10	6
YNL050C		-0.062485	-0.211161	0.281	0.331	11	2
YNL051W	COG5	-0.126522	-0.017829	0.246	0.247	10	5
YNL052W	COX5A	0.800351	0.700737	0.241	0.219	12	4
YNL053W	MSG5	0.060579	-0.240671	0.229	0.280	12	2
YNL054W	VAC7	-0.440698	-0.517353	0.293	0.342	12	2
YNL054W-A		NA	NA	NA	NA	0	0
YNL055C	POR1	2.030965	1.596238	0.241	0.247	13	7
YNL056W	OCA2	0.362422	0.321626	0.266	0.221	12	4
YNL058C		0.396562	0.207011	0.247	0.277	12	3
YNL059C	ARP5	0.280870	0.410855	0.256	0.211	12	8
YNL061W	NOP2	0.919816	1.171482	0.266	0.213	13	8
YNL062C	GCD10	0.445858	0.415620	0.250	0.305	11	5
YNL063W	MTQ1	-0.069205	0.174452	0.260	0.319	11	2
YNL064C	YDJ1	1.729507	2.015830	0.234	0.217	13	9
YNL065W	AQR1	0.216560	0.141318	0.244	0.256	11	2
YNL066W	SUN4	1.023121	0.927259	0.253	0.223	13	4
YNL067W	RPL9B	2.155597	2.365981	0.225	0.242	13	7
YNL067W-B		-3.027117	-2.891474	0.393	0.472	3	0
YNL068C	FKH2	-0.260031	-0.255875	0.251	0.294	11	3
YNL069C	RPL16B	2.254521	1.573224	0.303	0.356	12	7
YNL070W	TOM7	1.077705	0.685910	0.232	0.218	13	7
YNL071W	LAT1	1.198562	1.007792	0.247	0.230	13	8
YNL072W	RNH201	-0.160696	-0.179739	0.278	0.290	11	4
YNL073W	MSK1	-0.069529	-0.049863	0.247	0.294	11	3
YNL074C	MLF3	-0.242790	-0.396669	0.263	0.332	10	2
YNL075W	IMP4	0.204285	0.066129	0.261	0.338	11	3
YNL076W	MKS1	-0.170994	-0.298443	0.278	0.403	11	2
YNL077W	APJ1	-0.585667	-0.774311	0.284	0.316	11	3
YNL078W	NIS1	0.288049	0.067597	0.270	0.261	12	3
YNL079C	TPM1	1.363478	1.021575	0.219	0.267	12	7
YNL080C	EOS1	0.109064	-0.090309	0.238	0.313	12	3
YNL081C	SWS2	0.170534	-0.025407	0.268	0.241	11	2
YNL082W	PMS1	-0.490332	-0.516665	0.248	0.296	11	3
YNL083W	SAL1	-0.027163	-0.095420	0.245	0.294	11	2
YNL084C	END3	0.841531	0.790307	0.271	0.227	13	7
YNL085W	MKT1	0.927534	0.759304	0.256	0.206	12	5
YNL086W	SNN1	-0.456703	-0.705212	0.241	0.321	11	1
YNL087W	TCB2	0.377462	0.724647	0.274	0.263	10	8
YNL088W	TOP2	0.564601	0.639484	0.227	0.207	12	7
YNL090W	RHO2	0.404097	0.514490	0.242	0.250	11	5
YNL091W	NST1	0.174454	0.057279	0.219	0.220	12	5
YNL092W		-1.039511	-0.773013	0.290	0.328	10	1
YNL093W	YPT53	-1.356531	-0.933874	0.286	0.315	9	2
YNL094W	APP1	0.273006	0.003740	0.246	0.310	12	1
YNL095C		-0.650774	-0.763782	0.265	0.393	11	1
YNL096C	RPS7B	1.778969	1.982086	0.246	0.210	11	9
YNL097C	PHO23	-0.083815	0.065272	0.258	0.303	11	5
YNL097C-B		-1.972797	-2.075344	0.406	0.491	4	0
YNL098C	RAS2	1.243722	1.367295	0.265	0.191	13	8
YNL099C	OCA1	0.349259	0.068117	0.252	0.311	13	1
YNL100W	MIC27	0.420376	0.521913	0.218	0.228	13	4
YNL101W	AVT4	-0.299936	-0.671996	0.279	0.423	11	0
YNL102W	POL1	0.052732	0.147520	0.253	0.252	11	7
YNL103W	MET4	0.140670	0.215051	0.250	0.239	11	4
YNL104C	LEU4	1.213143	1.225988	0.260	0.211	13	9
YNL106C	INP52	-0.622268	-0.648561	0.271	0.309	11	2
YNL107W	YAF9	-0.207190	-0.370571	0.223	0.303	11	4
YNL108C		0.415778	0.430442	0.287	0.222	11	5
YNL110C	NOP15	0.957724	1.004865	0.223	0.242	12	7
YNL111C	CYB5	0.597491	0.787431	0.263	0.249	12	6
YNL112W	DBP2	1.343324	1.746138	0.264	0.231	12	9
YNL113W	RPC19	1.080238	1.128945	0.250	0.253	13	8
YNL115C		-0.285986	-0.387090	0.252	0.375	11	3
YNL116W	DMA2	-0.426542	-0.212800	0.298	0.315	11	4
YNL117W	MLS1	-1.209672	-0.963839	0.270	0.410	10	2
YNL118C	DCP2	0.507561	0.846422	0.240	0.230	10	8
YNL119W	NCS2	0.054925	0.266851	0.263	0.228	12	6
YNL121C	TOM70	0.984630	0.933154	0.251	0.223	13	8
YNL122C		-0.057311	-0.492742	0.269	0.396	11	0
YNL123W	NMA111	0.453154	0.532080	0.257	0.235	12	6
YNL124W	NAF1	0.130798	0.086916	0.252	0.271	12	4
YNL125C	ESBP6	-0.035983	-0.243100	0.254	0.379	12	4
YNL126W	SPC98	-0.687160	-0.905979	0.240	0.329	11	3
YNL127W	FAR11	-0.447637	-0.262469	0.264	0.298	11	4
YNL128W	TEP1	-1.244528	-1.378858	0.268	0.457	9	0
YNL129W	NRK1	0.224230	0.179198	0.262	0.302	12	4
YNL130C	CPT1	0.338870	0.228505	0.242	0.231	11	4
YNL130C-A	DGR1	-2.357794	-2.285267	0.345	0.505	4	0
YNL131W	TOM22	1.030810	0.858243	0.294	0.280	11	6
YNL132W	KRE33	0.370360	0.697889	0.252	0.281	12	6
YNL133C	FYV6	-0.530544	-0.357586	0.241	0.290	10	4
YNL134C		1.072474	0.987013	0.265	0.270	13	8
YNL135C	FPR1	1.849331	1.777860	0.279	0.249	11	9
YNL136W	EAF7	-0.039578	-0.272529	0.260	0.261	12	3
YNL137C	NAM9	0.341799	0.357577	0.299	0.295	11	4
YNL138W	SRV2	0.745912	1.050725	0.218	0.236	11	9
YNL138W-A	YSF3	-1.498612	-1.516312	0.359	0.429	4	0
YNL139C	THO2	-0.149732	0.088431	0.248	0.239	9	7
YNL141W	AAH1	1.018886	1.213173	0.270	0.199	13	6
YNL142W	MEP2	-0.439105	-0.595222	0.263	0.353	12	2
YNL144C		-0.787887	-1.104756	0.278	0.442	12	0
YNL145W	MFA2	1.276069	0.343225	0.252	0.331	12	0
YNL146C-A		-1.811999	-1.855087	0.360	0.424	3	0
YNL146W		-0.744242	-0.481323	0.283	0.280	9	1
YNL147W	LSM7	0.560641	0.832301	0.262	0.239	10	5
YNL148C	ALF1	-0.311368	-0.135275	0.206	0.242	11	3
YNL149C	PGA2	0.904000	0.813750	0.261	0.260	12	5
YNL151C	RPC31	0.587810	0.235336	0.263	0.345	13	4
YNL152W	INN1	-0.224547	-0.395596	0.244	0.354	11	1
YNL153C	GIM3	0.887401	1.107323	0.263	0.246	11	7
YNL154C	YCK2	1.037510	0.937965	0.244	0.258	13	8
YNL155W	CUZ1	0.538310	0.521312	0.225	0.221	12	5
YNL156C	NSG2	0.475292	0.358760	0.222	0.189	12	4
YNL157W	IGO1	0.839064	0.642034	0.262	0.265	13	6
YNL158W	PGA1	0.054784	0.429054	0.261	0.241	12	3
YNL159C	ASI2	-0.239351	-0.629758	0.286	0.376	13	0
YNL160W	YGP1	1.108410	0.758951	0.231	0.314	13	6
YNL161W	CBK1	0.008197	-0.110593	0.237	0.277	11	5
YNL162W	RPL42A	1.822242	1.664559	0.265	0.238	11	3
YNL162W-A		-0.895058	-0.792845	0.331	0.384	6	1
YNL163C	RIA1	0.266195	0.644555	0.249	0.220	12	6
YNL164C	IBD2	-0.164883	-0.302997	0.240	0.341	12	2
YNL165W		-0.148438	-0.485709	0.259	0.403	13	1
YNL166C	BNI5	0.273634	0.549395	0.255	0.297	10	5
YNL167C	SKO1	-0.097168	-0.244357	0.271	0.291	12	4
YNL168C	FMP41	0.615120	0.438877	0.245	0.206	13	7
YNL169C	PSD1	0.155968	0.043172	0.272	0.265	11	3
YNL172W	APC1	-0.481252	-0.562715	0.269	0.283	10	4
YNL173C	MDG1	0.069705	0.366737	0.239	0.227	11	7
YNL175C	NOP13	0.500611	0.731667	0.268	0.249	12	7
YNL176C	TDA7	-0.274499	-0.612449	0.275	0.396	11	0
YNL177C	MRPL22	0.339338	0.291563	0.235	0.262	13	7
YNL178W	RPS3	2.310633	2.213294	0.246	0.306	11	9
YNL180C	RHO5	0.499193	0.418352	0.250	0.253	11	4
YNL181W		0.262268	0.548254	0.226	0.222	10	5
YNL182C	IPI3	-0.105194	-0.154308	0.268	0.341	10	3
YNL183C	NPR1	-0.165173	0.037941	0.222	0.214	12	6
YNL185C	MRPL19	0.088614	0.474572	0.252	0.187	11	6
YNL186W	UBP10	0.557940	0.655170	0.266	0.251	10	5
YNL187W	SWT21	-0.872238	-1.055163	0.273	0.370	11	0
YNL188W	KAR1	-0.243075	-0.631143	0.271	0.373	11	0
YNL189W	SRP1	0.849685	0.642896	0.253	0.287	13	6
YNL190W		1.444840	0.913897	0.267	0.220	11	2
YNL191W	DUG3	0.250712	0.498639	0.283	0.233	12	5
YNL192W	CHS1	0.329082	0.080582	0.317	0.365	13	3
YNL193W		-0.352338	-0.424884	0.258	0.356	12	3
YNL194C		-1.291529	-1.193601	0.260	0.401	10	2
YNL195C		-1.363108	-1.189523	0.270	0.378	10	1
YNL196C	SLZ1	-1.948183	-1.952930	0.327	0.465	7	0
YNL197C	WHI3	0.490171	0.764203	0.288	0.233	11	7
YNL199C	GCR2	0.027604	-0.115606	0.269	0.365	13	3
YNL200C		0.071791	0.134421	0.268	0.305	12	6
YNL201C	PSY2	-0.084826	0.231847	0.249	0.213	11	6
YNL202W	SPS19	-0.492495	-0.657277	0.291	0.404	12	2
YNL204C	SPS18	-1.157635	-1.142234	0.324	0.453	9	1
YNL206C	RTT106	0.169138	0.417179	0.249	0.266	11	4
YNL207W	RIO2	0.510326	0.828931	0.251	0.251	11	6
YNL208W		1.207283	0.717791	0.259	0.329	12	4
YNL209W	SSB2	2.109416	2.274698	0.238	0.229	12	10
YNL210W	MER1	-1.554370	-1.677047	0.287	0.409	10	0
YNL211C		-0.325424	-0.553685	0.268	0.329	11	1
YNL212W	VID27	0.366601	0.576605	0.248	0.238	11	5
YNL213C	RRG9	-0.041921	-0.164266	0.275	0.307	11	2
YNL214W	PEX17	-0.626458	-0.517069	0.257	0.301	11	2
YNL215W	IES2	0.109456	0.165527	0.237	0.231	11	5
YNL216W	RAP1	0.375065	0.666522	0.288	0.228	11	8
YNL217W		0.565321	0.083694	0.270	0.337	13	2
YNL218W	MGS1	-0.641026	-0.391531	0.268	0.303	11	4
YNL219C	ALG9	0.650296	0.616019	0.245	0.237	13	4
YNL220W	ADE12	1.306142	1.579884	0.254	0.276	13	8
YNL221C	POP1	0.107730	-0.018396	0.279	0.298	10	5
YNL222W	SSU72	-0.131742	-0.269421	0.275	0.321	11	4
YNL223W	ATG4	-0.502166	-0.252971	0.291	0.300	10	2
YNL224C	SQS1	-0.294550	0.033136	0.253	0.199	11	6
YNL225C	CNM67	-0.581861	-0.540906	0.280	0.409	9	2
YNL227C	JJJ1	-0.192417	0.002241	0.261	0.282	11	4
YNL229C	URE2	0.516629	0.704776	0.255	0.230	12	4
YNL230C	ELA1	-0.702952	-0.624465	0.257	0.319	11	1
YNL231C	PDR16	1.034508	1.310246	0.255	0.226	12	8
YNL232W	CSL4	0.426337	0.640030	0.270	0.229	11	5
YNL233W	BNI4	-0.551100	-0.586677	0.258	0.401	8	2
YNL234W		-0.471852	-0.547619	0.254	0.306	11	3
YNL236W	SIN4	-0.221326	-0.008821	0.262	0.200	8	4
YNL237W	YTP1	-0.879025	-1.039801	0.280	0.413	10	0
YNL238W	KEX2	0.236278	0.414966	0.275	0.273	12	4
YNL239W	LAP3	0.367559	0.415304	0.246	0.231	12	8
YNL240C	NAR1	-0.035960	-0.266845	0.249	0.342	12	3
YNL241C	ZWF1	0.875398	1.277074	0.266	0.212	12	10
YNL242W	ATG2	-0.586112	-0.420010	0.271	0.300	10	6
YNL243W	SLA2	0.834122	1.175512	0.272	0.226	12	8
YNL244C	SUI1	1.605097	1.105912	0.278	0.386	13	6
YNL245C	CWC25	-0.392111	-0.008748	0.252	0.216	7	5
YNL246W	VPS75	0.340166	0.328633	0.276	0.197	12	3
YNL247W		1.106561	1.300876	0.257	0.234	12	8
YNL248C	RPA49	0.853121	0.899264	0.285	0.246	12	4
YNL249C	MPA43	-0.437641	-0.320693	0.258	0.289	11	3
