# mRNA and protein levels, scaled to (average) molecules per haploid cell, sampled according to mean and variance of SCM estimates, for haploid budding yeast (S.cerevisiae) growing exponentially in rich medium with glucose 
#
# Generated Tue Apr 07 00:00:36 2015 
#
# Citation:
#   "Accounting for experimental noise reveals that transcript levels,
#   amplified by post-transcriptional regulation, largely determine steady-state protein levels in yeast,"
#   Gábor Csárdi, Alexander Franks, David S. Choi, Eduardo M. Airoldi, and D. Allan Drummond, PLoS Genetics, 2015
#
# orf = Systematic yeast ORF (open reading frame) identifier
# gene = Common gene name
# mrna = Messenger RNA level
# prot = Protein level
# n.mrna = Number of mRNA-level measurements
# n.prot = Number of protein-level measurements
orf	gene	mrna	prot	n.mrna	n.prot
YBR288C	APM3	5.3948	2220.2134	11	6
YBR289W	SNF5	1.7888	487.5801	10	6
YBR290W	BSD2	5.4249	2789.3919	11	2
YBR291C	CTP1	4.3267	554.9092	12	3
YBR293W	VBA2	1.1021	212.4595	11	1
YBR294W	SUL1	0.4159	39.9200	7	0
YBR295W	PCA1	1.1821	98.0364	10	1
YBR296C	PHO89	3.4615	541.8145	10	2
YBR296C-A		0.0864	2.1447	3	0
YBR297W	MAL33	1.0519	95.9753	9	0
YBR298C	MAL31	0.6456	66.0697	9	0
YBR298C-A		0.0389	0.5976	1	0
YBR299W	MAL32	1.6045	131.7743	7	1
YBR301W	PAU24	1.1240	130.1367	8	0
YBR302C	COS2	0.8654	157.2550	5	0
YCL001W	RER1	12.4485	2362.5444	8	6
YCL001W-A		0.4718	23.5266	6	0
YCL001W-B		0.2312	3.0343	3	0
YCL002C		0.9932	227.5700	11	0
YCL004W	PGS1	0.2232	54.2970	7	0
YCL005W	LDB16	1.3289	509.2024	10	1
YCL005W-A	VMA9	0.6781	97.7743	3	1
YCL008C	STP22	2.7609	1699.6322	12	4
YCL009C	ILV6	13.1242	16084.3384	12	10
YCL010C	SGF29	5.0059	1770.1578	10	4
YCL011C	GBP2	8.0944	7942.9251	12	8
YCL012C		0.6234	10.7249	4	3
YCL014W	BUD3	1.4674	278.9765	10	3
YCL016C	DCC1	1.9595	479.7164	12	3
YCL017C	NFS1	6.6755	4728.6026	12	9
YCL018W	LEU2	4.0131	924.8094	9	3
YCL019W		3.9575	2242.7093	6	2
YCL020W		0.7014	158.4028	6	0
YCL021W-A		0.5580	151.7080	6	0
YCL024W	KCC4	2.8659	442.3311	10	3
YCL025C	AGP1	6.6382	1217.0930	12	4
YCL026C-A	FRM2	0.3112	33.5668	7	0
YCL026C-B	HBN1	1.1917	36.5119	4	3
YCL027W	FUS1	1.2140	411.2579	10	0
YCL028W	RNQ1	3.6767	4974.1753	12	8
YCL029C	BIK1	2.2339	457.7318	11	4
YCL030C	HIS4	13.8497	10056.0402	11	10
YCL031C	RRP7	10.8822	11783.3334	10	5
YCL032W	STE50	1.4694	411.4397	11	4
YCL033C	MXR2	2.3015	453.5323	9	4
YCL034W	LSB5	2.2187	1073.6296	10	3
YCL035C	GRX1	9.1228	22551.6667	12	8
YCL036W	GFD2	1.9128	803.2149	11	2
YCL037C	SRO9	14.3274	5494.5369	12	8
YCL038C	ATG22	2.2052	276.9424	10	1
YCL039W	GID7	2.5745	626.6626	10	3
YCL040W	GLK1	11.2178	3564.8336	11	10
YCL042W		4.5456	447.3452	8	2
YCL043C	PDI1	27.9884	27369.3324	12	9
YCL044C	MGR1	5.1548	1334.7644	11	3
YCL045C	EMC1	13.4222	7002.2445	10	6
YCL047C	POF1	1.0960	115.8025	11	4
YCL048W	SPS22	0.5496	35.5378	9	0
YCL048W-A		0.1185	2.5046	2	0
YCL049C		2.9191	721.7485	11	1
YCL050C	APA1	22.1408	13261.5076	12	10
YCL051W	LRE1	2.3827	220.0744	10	2
YCL052C	PBN1	6.3920	2455.7512	10	4
YCL054W	SPB1	2.9523	358.5838	9	5
YCL055W	KAR4	2.6421	435.7495	10	4
YCL056C	PEX34	0.9152	411.4068	9	0
YCL057C-A	MIC10	1.4563	104.4376	3	2
YCL057W	PRD1	5.5191	2982.3858	10	9
YCL058C	FYV5	0.6107	162.0606	9	0
YCL058W-A	ADF1	0.6693	52.4233	3	1
YCL059C	KRR1	7.0800	2958.3006	11	7
YCL061C	MRC1	2.7432	343.5101	10	3
YCL063W	VAC17	2.9611	787.6374	11	0
YCL064C	CHA1	21.1770	13889.7332	12	5
YCL066W	HMLALPHA1	0.3889	34.5173	5	0
YCL067C	HMLALPHA2	1.1645	76.9409	7	2
YCL068C		0.1171	13.8120	6	0
YCL069W	VBA3	0.2054	4.8147	4	1
YCL073C	GEX1	0.9314	50.6586	9	0
YCR002C	CDC10	13.4403	4195.4787	12	7
YCR003W	MRPL32	3.4470	1315.7479	11	3
YCR004C	YCP4	15.7171	11189.3213	11	7
YCR005C	CIT2	4.3312	4409.2166	12	6
YCR007C		0.5633	44.1045	10	0
YCR008W	SAT4	4.1272	1718.6589	12	3
YCR009C	RVS161	19.1006	13187.8171	12	7
YCR010C	ADY2	1.3136	122.6274	8	1
YCR011C	ADP1	5.9166	1614.8067	12	7
YCR012W	PGK1	163.4695	1760673.3118	11	10
YCR014C	POL4	1.0870	779.1600	11	0
YCR015C		4.4226	392.6086	11	2
YCR016W		8.2122	2141.8394	10	5
YCR017C	CWH43	3.9271	2193.9142	12	6
YCR018C	SRD1	4.1338	486.2739	8	1
YCR019W	MAK32	0.7678	93.9493	8	2
YCR020C	PET18	0.9600	121.6853	9	1
YCR020C-A	MAK31	4.5430	648.4516	10	2
YCR020W-B	HTL1	3.6435	1044.6028	9	4
YCR021C	HSP30	2.1174	831.8221	12	4
YCR023C		1.7833	888.7097	13	0
YCR024C	SLM5	1.4676	373.8477	10	3
YCR024C-A	PMP1	23.3161	35953.0232	9	2
YCR024C-B		1.2880	335.4746	4	0
YCR026C	NPP1	3.1256	1390.6741	11	3
YCR027C	RHB1	5.0046	679.7662	9	4
YCR028C	FEN2	3.0256	491.3092	10	1
YCR028C-A	RIM1	8.8390	2769.0602	7	7
YCR030C	SYP1	4.0439	750.7278	11	5
YCR031C	RPS14A	19.9018	82161.6938	11	4
YCR032W	BPH1	1.2785	99.2960	8	2
YCR033W	SNT1	1.5241	547.0761	11	3
YCR034W	ELO2	14.7329	7847.8536	11	7
YCR035C	RRP43	6.2828	2314.7216	11	5
YCR036W	RBK1	4.3551	5215.7597	12	6
YCR037C	PHO87	3.6341	1722.0042	12	4
YCR038C	BUD5	2.2612	180.1103	9	1
YCR039C	MATALPHA2	1.0578	261.8221	7	0
YCR040W	MATALPHA1	0.1512	21.2945	4	0
YCR042C	TAF2	1.5830	260.7210	8	3
YCR043C		6.9096	2217.5161	12	4
YCR044C	PER1	5.2236	2632.9606	11	3
YCR045C	RRT12	0.1673	40.9587	7	0
YCR046C	IMG1	6.9395	4707.3551	11	4
YCR047C	BUD23	7.0878	1363.2256	11	5
YCR048W	ARE1	2.8720	840.4201	10	5
YCR050C		1.3169	53.4025	6	0
YCR051W		2.6544	1370.2457	11	6
YCR052W	RSC6	6.8962	3986.9930	12	8
YCR053W	THR4	30.7637	54339.6440	12	10
YCR054C	CTR86	4.9649	1107.6982	9	5
YCR057C	PWP2	10.2350	2829.9082	12	6
YCR059C	YIH1	5.2700	2900.6846	12	4
YCR060W	TAH1	5.4957	837.1361	12	5
YCR061W		2.4100	1323.4615	11	1
YCR063W	BUD31	3.2264	1000.1131	9	4
YCR065W	HCM1	2.3724	1161.5354	10	4
YCR066W	RAD18	1.5351	440.5500	11	3
YCR067C	SED4	6.6121	1061.0970	12	3
YCR068W	ATG15	2.2633	246.7264	10	2
YCR069W	CPR4	4.7763	1752.2312	10	3
YCR071C	IMG2	3.1576	759.8335	10	4
YCR072C	RSA4	2.2362	782.0259	10	4
YCR073C	SSK22	1.2000	164.7253	7	1
YCR073W-A	SOL2	7.7218	613.8438	9	6
YCR075C	ERS1	0.9225	216.5902	11	0
YCR075W-A		0.3122	150.1156	3	0
YCR076C	FUB1	2.1333	517.5786	11	1
YCR077C	PAT1	6.7269	1913.5958	11	6
YCR079W	PTC6	2.0253	471.4798	11	1
YCR081W	SRB8	1.4991	298.9709	9	2
YCR082W	AHC2	2.4189	2317.6674	11	1
YCR083W	TRX3	5.3281	1128.0402	10	5
YCR084C	TUP1	10.6539	6018.4046	11	7
YCR086W	CSM1	3.4828	567.6763	9	5
YCR087C-A		4.8155	722.1546	5	5
YCR088W	ABP1	10.9572	4135.8216	11	9
YCR089W	FIG2	1.6961	400.8581	10	0
YCR090C		6.5787	2501.1260	11	5
YCR091W	KIN82	1.5031	43.6789	9	2
YCR092C	MSH3	2.1640	146.7867	8	5
YCR093W	CDC39	6.3356	443.1071	9	7
YCR094W	CDC50	4.1992	976.6681	11	4
YCR095C	OCA4	3.6109	1180.1768	11	4
YCR095W-A		0.5169	18.3308	4	0
YCR096C	HMRA2	0.9355	175.0622	7	0
YCR097W	HMRA1	1.4711	177.5789	7	0
YCR098C	GIT1	0.7234	48.7697	8	0
YCR099C		1.0261	173.3817	8	0
YCR100C		1.4489	158.9381	8	1
YCR101C		0.4110	12.1514	6	0
YCR102C		0.7719	136.8149	9	0
YCR104W	PAU3	0.5079	81.5882	8	0
YCR105W	ADH7	1.7937	189.0471	9	1
YCR106W	RDS1	0.5227	139.6230	10	1
YCR107W	AAD3	0.4381	90.3764	7	1
YCR108C		NA	NA	0	0
YDL001W	RMD1	2.5729	291.9400	12	3
YDL002C	NHP10	3.3774	896.8365	11	5
YDL003W	MCD1	6.0812	1674.7959	11	4
YDL004W	ATP16	4.8407	3489.2623	13	6
YDL005C	MED2	4.6540	1238.6824	12	5
YDL006W	PTC1	1.6263	402.9975	12	3
YDL007C-A		0.0486	0.9196	1	0
YDL007W	RPT2	13.2484	8862.2019	13	6
YDL008W	APC11	3.1934	597.4115	11	4
YDL010W	GRX6	7.7484	590.8901	11	5
YDL012C		3.0067	1394.2080	10	4
YDL013W	SLX5	2.1820	467.2691	12	0
YDL014W	NOP1	16.6703	40853.2377	13	6
YDL015C	TSC13	12.6150	13665.5902	11	7
YDL017W	CDC7	2.5043	169.0886	8	4
YDL018C	ERP3	4.8701	1767.1000	10	4
YDL019C	OSH2	4.5154	2640.6703	11	7
YDL020C	RPN4	1.6088	1724.2751	12	0
YDL021W	GPM2	2.6090	97.6942	11	5
YDL022W	GPD1	16.1568	7772.6138	12	8
YDL024C	DIA3	0.6752	55.8064	10	0
YDL025C	RTK1	4.5500	928.4395	10	4
YDL027C		1.8193	632.3212	10	2
YDL028C	MPS1	2.5322	437.4118	11	1
YDL029W	ARP2	10.4538	6302.9789	12	7
YDL030W	PRP9	1.0649	115.8894	8	3
YDL031W	DBP10	2.8735	440.2948	10	4
YDL033C	SLM3	1.9410	268.0523	11	1
YDL035C	GPR1	1.5239	668.9812	10	3
YDL036C	PUS9	1.8717	874.5421	11	3
YDL037C	BSC1	3.0265	425.6570	9	0
YDL039C	PRM7	3.0445	1071.6759	10	0
YDL040C	NAT1	16.7927	6298.9684	13	8
YDL042C	SIR2	2.5824	1427.1115	12	5
YDL043C	PRP11	3.8364	161.1538	11	3
YDL044C	MTF2	4.8687	554.6548	9	5
YDL045C	FAD1	3.2123	1363.5440	12	2
YDL045W-A	MRP10	1.9247	2475.2361	8	2
YDL046W	NPC2	7.0925	5341.9301	12	5
YDL047W	SIT4	5.3559	2174.5056	13	6
YDL048C	STP4	2.7240	420.9567	10	2
YDL049C	KNH1	1.1725	194.9486	10	0
YDL051W	LHP1	11.1285	2701.2786	11	7
YDL052C	SLC1	10.6167	6747.8954	13	5
YDL053C	PBP4	6.7290	3999.2087	11	6
YDL054C	MCH1	2.1062	1343.2355	11	0
YDL055C	PSA1	121.0340	112944.3114	13	11
YDL056W	MBP1	2.2103	357.0400	12	4
YDL057W		1.2577	297.2533	11	1
YDL058W	USO1	9.9391	1642.6609	11	7
YDL059C	RAD59	2.2288	371.3219	11	2
YDL060W	TSR1	8.5323	2116.9556	10	7
YDL061C	RPS29B	15.6836	7354.9037	11	7
YDL063C	SYO1	4.9105	709.1333	10	4
YDL064W	UBC9	11.6986	4979.5334	11	5
YDL065C	PEX19	7.3013	2000.1827	10	6
YDL066W	IDP1	24.1457	8250.6964	12	8
YDL067C	COX9	6.5617	2457.3296	12	3
YDL069C	CBS1	2.7285	384.3858	11	2
YDL070W	BDF2	6.5106	2055.3014	11	4
YDL072C	YET3	10.8213	5670.4361	12	6
YDL073W		1.6040	918.2158	9	1
YDL074C	BRE1	3.8630	881.0145	11	5
YDL075W	RPL31A	7.7851	28260.8815	12	6
YDL076C	RXT3	7.3478	1122.0405	12	5
YDL077C	VAM6	1.2197	313.6161	9	3
YDL078C	MDH3	7.2030	3639.4471	12	7
YDL079C	MRK1	0.7898	125.5510	10	1
YDL080C	THI3	3.0931	588.2020	12	4
YDL081C	RPP1A	47.1372	124692.0842	11	8
YDL082W	RPL13A	26.5112	116440.8228	11	7
YDL083C	RPS16B	14.8444	195365.3026	12	4
YDL084W	SUB2	32.2373	87423.6921	12	7
YDL085C-A		3.0490	771.9778	6	4
YDL085W	NDE2	0.8034	51.7456	9	1
YDL086W		5.2158	1185.5123	12	4
YDL087C	LUC7	2.1212	99.5065	8	2
YDL088C	ASM4	5.6923	660.3159	11	5
YDL089W	NUR1	4.6079	392.6482	10	4
YDL090C	RAM1	2.1376	477.1998	11	3
YDL091C	UBX3	1.8920	133.9626	10	2
YDL092W	SRP14	8.3803	5751.3928	13	6
YDL093W	PMT5	1.4263	277.5911	12	1
YDL095W	PMT1	9.7106	2419.9297	12	9
YDL097C	RPN6	10.3898	7386.1966	12	8
YDL098C	SNU23	3.8708	1300.5780	10	4
YDL099W	BUG1	4.5972	2204.3759	11	6
YDL100C	GET3	16.9460	14017.1199	12	9
YDL101C	DUN1	3.3227	718.9274	11	4
YDL102W	POL3	4.6287	590.4363	13	6
YDL103C	QRI1	6.0617	1771.6993	12	8
YDL104C	QRI7	1.7965	244.2217	9	3
YDL105W	NSE4	1.3554	289.1717	11	3
YDL106C	PHO2	2.2568	584.0395	11	5
YDL107W	MSS2	0.8516	163.2416	11	3
YDL108W	KIN28	7.4789	1732.9233	11	6
YDL109C		1.0933	100.8735	11	1
YDL110C	TMA17	5.4271	3043.4035	12	7
YDL111C	RRP42	15.1973	4781.3412	11	6
YDL112W	TRM3	2.7049	904.9658	9	4
YDL113C	ATG20	2.0541	310.7015	10	4
YDL114W		0.2266	6.3026	6	1
YDL115C	IWR1	2.2541	564.9336	9	4
YDL116W	NUP84	5.6425	986.8863	11	5
YDL117W	CYK3	2.2980	1283.0074	10	4
YDL118W		0.2114	27.5805	7	0
YDL119C		1.8997	322.8806	10	2
YDL120W	YFH1	4.7716	3122.3313	11	5
YDL121C		7.6706	4183.0428	11	6
YDL122W	UBP1	7.0250	1094.1314	13	6
YDL123W	SNA4	7.0864	5298.3731	11	2
YDL124W		16.6169	15294.7298	12	9
YDL125C	HNT1	8.8858	19721.6734	11	8
YDL126C	CDC48	37.5884	21099.8444	13	10
YDL127W	PCL2	1.6693	325.7002	10	1
YDL128W	VCX1	8.5785	1760.2152	13	4
YDL129W		2.1427	465.3298	10	1
YDL130W	RPP1B	48.0305	54127.7483	11	9
YDL130W-A	STF1	8.0916	4591.8360	9	5
YDL131W	LYS21	14.5432	3261.8645	11	8
YDL132W	CDC53	3.5422	416.8040	12	6
YDL133C-A	RPL41B	8.7593	1143.6815	3	2
YDL133W	SRF1	1.4095	296.8141	10	2
YDL134C	PPH21	5.3362	2609.4252	13	4
YDL135C	RDI1	9.9495	2457.9653	13	7
YDL136W	RPL35B	36.6123	35120.0026	11	4
YDL137W	ARF2	8.6984	11711.4868	13	6
YDL138W	RGT2	2.3087	135.4489	8	0
YDL139C	SCM3	1.2223	73.8887	9	3
YDL140C	RPO21	12.0840	18320.8942	12	7
YDL141W	BPL1	4.0533	821.4744	11	8
YDL142C	CRD1	2.7074	568.1027	11	2
YDL143W	CCT4	5.8615	6237.3884	13	7
YDL144C		6.4068	1352.0449	11	6
YDL145C	COP1	18.8569	22690.1241	13	8
YDL146W	LDB17	1.7759	139.3771	11	3
YDL147W	RPN5	16.5848	11826.6538	12	8
YDL148C	NOP14	4.7446	2445.1627	11	4
YDL149W	ATG9	3.4850	213.8006	11	1
YDL150W	RPC53	5.4132	1434.7632	10	7
YDL153C	SAS10	1.8082	778.2009	11	3
YDL154W	MSH5	0.7092	85.5991	11	0
YDL155W	CLB3	2.0656	529.0884	12	1
YDL156W	CMR1	1.8698	215.5462	9	3
YDL157C		4.4361	941.5667	8	3
YDL159W	STE7	3.2978	650.6590	10	5
YDL159W-A		0.1957	4.7816	2	0
YDL160C	DHH1	15.7829	4034.7965	11	8
YDL160C-A	MHF2	0.9413	129.4653	4	2
YDL161W	ENT1	5.9668	2130.5847	9	5
YDL164C	CDC9	1.6786	755.2946	12	5
YDL165W	CDC36	3.2984	2572.4497	12	5
YDL166C	FAP7	9.1313	4671.6768	11	6
YDL167C	NRP1	5.8105	1747.7977	11	5
YDL168W	SFA1	10.5350	7196.2593	11	7
YDL169C	UGX2	0.9509	67.1768	9	0
YDL170W	UGA3	2.8058	360.8772	12	2
YDL171C	GLT1	18.9693	4270.7744	12	9
YDL173W	PAR32	8.3484	2152.4895	11	5
YDL174C	DLD1	4.3580	2508.0409	13	6
YDL175C	AIR2	3.2242	389.1793	10	3
YDL176W		1.3759	278.2887	10	2
YDL177C		1.4019	247.4160	9	1
YDL178W	DLD2	5.1399	933.2676	10	7
YDL179W	PCL9	1.6144	128.9613	9	1
YDL180W		1.0759	346.0820	12	2
YDL181W	INH1	6.9239	3558.0559	12	7
YDL182W	LYS20	26.9007	12341.4202	11	9
YDL183C		0.7018	64.6983	10	1
YDL184C	RPL41A	16.8744	19083.1868	6	2
YDL185W	VMA1	48.9498	98224.6385	13	9
YDL186W		0.2088	15.9556	8	0
YDL188C	PPH22	3.9002	2869.1100	13	5
YDL189W	RBS1	2.3393	332.3735	7	5
YDL190C	UFD2	5.5625	4020.9904	11	6
YDL191W	RPL35A	40.6739	63588.6203	12	3
YDL192W	ARF1	29.3512	66530.9810	12	7
YDL193W	NUS1	6.5441	1045.4550	11	5
YDL194W	SNF3	1.5922	247.2485	11	0
YDL195W	SEC31	18.3801	20758.9905	13	8
YDL197C	ASF2	2.8071	625.3615	12	2
YDL198C	GGC1	4.0252	5038.9776	11	5
YDL199C		0.3243	27.0650	9	0
YDL200C	MGT1	2.0758	636.3472	10	1
YDL201W	TRM8	8.5036	2216.2258	11	5
YDL202W	MRPL11	5.4373	1967.5697	11	5
YDL203C	ACK1	2.6848	356.2206	10	4
YDL204W	RTN2	1.6719	128.3224	11	5
YDL205C	HEM3	5.9637	988.1626	13	8
YDL206W		1.2445	369.8407	11	1
YDL207W	GLE1	2.6180	794.3000	11	5
YDL208W	NHP2	23.4635	14089.5175	12	7
YDL209C	CWC2	1.3146	328.9530	10	3
YDL210W	UGA4	0.4612	102.7269	10	0
YDL211C		1.3392	273.4216	9	1
YDL212W	SHR3	11.6451	12853.1156	13	4
YDL213C	NOP6	11.8802	4416.2841	10	6
YDL214C	PRR2	0.7167	37.1923	7	0
YDL215C	GDH2	4.1877	1795.8401	12	8
YDL216C	RRI1	0.8273	232.9924	10	1
YDL217C	TIM22	1.7527	297.9007	10	3
YDL218W		0.6455	44.8183	8	0
YDL219W	DTD1	5.4070	941.8600	9	3
YDL220C	CDC13	2.5646	226.3869	11	1
YDL222C	FMP45	1.0107	50.3004	8	4
YDL223C	HBT1	2.3888	147.9578	11	5
YDL224C	WHI4	6.4393	1801.4302	12	4
YDL225W	SHS1	7.1912	1143.9134	10	7
YDL226C	GCS1	7.3374	8180.6037	13	9
YDL227C	HO	2.9175	590.8995	8	0
YDL229W	SSB1	43.3451	40289.2550	10	10
YDL230W	PTP1	3.6723	1225.2587	11	3
YDL231C	BRE4	1.2871	759.4206	10	1
YDL232W	OST4	11.1545	5503.6742	13	2
YDL233W	MFG1	1.5547	341.8774	11	1
YDL234C	GYP7	5.6152	385.0989	10	4
YDL235C	YPD1	3.7610	1365.2807	10	6
YDL236W	PHO13	6.4719	5337.2943	13	6
YDL237W	AIM6	4.1471	3248.6009	12	3
YDL238C	GUD1	1.7468	69.0706	10	1
YDL239C	ADY3	0.8776	132.6468	7	0
YDL240W	LRG1	1.8808	283.2298	10	5
YDL241W		1.0889	262.4237	10	1
YDL243C	AAD4	0.6858	226.5163	8	0
YDL244W	THI13	0.8851	116.8651	8	0
YDL245C	HXT15	0.1259	5.1950	5	0
YDL246C	SOR2	1.5463	261.7834	7	1
YDL247W	MPH2	0.9473	28.4041	5	1
YDL248W	COS7	0.5100	28.5538	6	1
YDR001C	NTH1	6.2052	1821.6835	11	7
YDR002W	YRB1	7.8573	10999.0599	12	6
YDR003W	RCR2	4.0016	502.6951	12	2
YDR003W-A		0.6290	80.4701	4	0
YDR004W	RAD57	1.1580	217.9752	11	1
YDR005C	MAF1	4.6858	519.7593	11	3
YDR006C	SOK1	2.0131	1649.8712	11	4
YDR007W	TRP1	2.4773	624.3205	10	3
YDR009W	GAL3	2.9725	424.1209	9	1
YDR011W	SNQ2	4.4033	4819.0637	10	6
YDR012W	RPL4B	46.3507	82766.7782	11	8
YDR013W	PSF1	1.9857	286.7747	8	4
YDR014W	RAD61	1.8876	265.9993	9	3
YDR014W-A	HED1	0.1208	4.6181	3	0
YDR016C	DAD1	3.2235	1113.0923	9	3
YDR017C	KCS1	5.4711	1564.9331	12	5
YDR018C		0.2678	29.9775	8	0
YDR019C	GCV1	10.1046	4166.4387	13	6
YDR020C	DAS2	4.2057	618.0020	12	4
YDR021W	FAL1	3.5860	487.0788	9	5
YDR022C	ATG31	0.7333	83.9217	9	1
YDR023W	SES1	24.3976	21232.2701	13	8
YDR025W	RPS11A	7.5187	20822.2801	11	3
YDR026C	NSI1	1.5541	483.3287	10	4
YDR027C	VPS54	4.0869	704.0174	11	4
YDR028C	REG1	5.1292	1989.8099	12	7
YDR030C	RAD28	1.0542	178.1962	9	0
YDR031W	MIX14	2.5802	973.2767	8	2
YDR032C	PST2	9.0235	7627.7853	12	8
YDR033W	MRH1	57.4866	107155.0316	12	7
YDR034C	LYS14	2.2507	610.4516	12	3
YDR034C-A		0.4919	32.2006	5	0
YDR034C-C		NA	NA	0	0
YDR034C-D		0.0998	0.9513	1	0
YDR034W-B		3.0553	320.7805	7	2
YDR035W	ARO3	9.6521	6887.6900	13	8
YDR036C	EHD3	6.4167	900.0565	11	5
YDR037W	KRS1	16.6669	26008.7841	13	7
YDR038C	ENA5	2.4186	275.9327	10	2
YDR039C	ENA2	2.0646	653.1404	8	2
YDR040C	ENA1	1.9521	115.0486	7	4
YDR041W	RSM10	8.2845	4967.6348	12	3
YDR042C		0.2299	26.1442	7	0
YDR043C	NRG1	0.8496	343.3028	11	1
YDR044W	HEM13	8.6437	2383.8886	12	8
YDR045C	RPC11	3.7957	1551.0216	11	3
YDR046C	BAP3	6.2305	5968.1308	13	3
YDR047W	HEM12	5.8248	1782.4415	13	8
YDR049W	VMS1	4.0518	417.7190	11	7
YDR050C	TPI1	49.9208	313210.4812	12	9
YDR051C	DET1	3.3863	1361.8639	12	5
YDR052C	DBF4	1.6000	411.6114	9	2
YDR054C	CDC34	8.1753	2664.4039	10	7
YDR055W	PST1	7.9308	2937.5337	10	7
YDR056C		7.5657	4068.8561	11	6
YDR057W	YOS9	2.5296	354.7486	9	2
YDR058C	TGL2	2.5338	194.2087	10	1
YDR059C	UBC5	2.2643	577.9800	13	3
YDR060W	MAK21	6.0129	3371.7012	11	7
YDR061W		2.8447	344.4040	10	5
YDR062W	LCB2	9.3471	1417.2272	13	5
YDR063W	AIM7	8.4108	3745.5818	11	5
YDR064W	RPS13	14.6522	66300.8282	13	7
YDR065W	RRG1	1.5765	167.7058	9	2
YDR066C	RTR2	1.3918	471.3217	9	2
YDR067C	OCA6	4.6011	443.6450	11	4
YDR068W	DOS2	5.7918	2375.0072	12	5
YDR069C	DOA4	3.0678	277.4913	12	4
YDR070C	FMP16	3.3577	158.3535	9	5
YDR071C	PAA1	6.7108	7604.4069	12	9
YDR072C	IPT1	1.1484	954.8492	12	1
YDR073W	SNF11	2.3080	228.4210	12	3
YDR074W	TPS2	17.8103	3183.7457	13	8
YDR075W	PPH3	1.9379	186.0461	11	4
YDR076W	RAD55	1.7403	187.5671	10	2
YDR077W	SED1	20.6130	124967.8043	12	4
YDR078C	SHU2	1.2572	128.0052	8	0
YDR079C-A	TFB5	2.3083	340.0842	6	1
YDR079W	PET100	3.3308	836.1014	12	3
YDR080W	VPS41	1.4633	156.3756	10	3
YDR081C	PDC2	3.2310	333.9217	11	4
YDR082W	STN1	0.9681	263.0694	11	0
YDR083W	RRP8	6.7928	2302.6438	11	5
YDR084C	TVP23	5.8777	2167.1831	12	5
YDR085C	AFR1	0.7212	89.7076	12	0
YDR086C	SSS1	15.8092	30385.1037	11	4
YDR087C	RRP1	7.6122	1249.4638	10	6
YDR088C	SLU7	3.5758	425.8676	12	4
YDR089W		3.5946	879.7996	11	5
YDR090C		3.1671	839.2136	12	1
YDR091C	RLI1	12.2972	5706.7370	12	9
YDR092W	UBC13	7.3974	1404.9844	12	5
YDR093W	DNF2	4.6649	2821.6231	11	3
YDR096W	GIS1	2.6068	212.0390	11	3
YDR097C	MSH6	4.3979	561.5447	12	6
YDR098C	GRX3	4.4378	4023.4617	12	8
YDR098C-A		NA	NA	0	0
YDR098C-B		0.1023	1.4015	1	1
YDR099W	BMH2	27.9703	16620.9521	12	10
YDR100W	TVP15	6.5703	3408.4222	12	3
YDR101C	ARX1	22.5937	11002.5241	13	9
YDR103W	STE5	1.4821	552.6385	12	3
YDR104C	SPO71	1.2058	144.3189	10	1
YDR105C	TMS1	3.2342	826.0845	12	1
YDR106W	ARP10	0.2779	45.7168	8	0
YDR107C	TMN2	1.0783	442.0052	13	1
YDR108W	TRS85	4.1517	471.3015	12	3
YDR109C		1.7372	128.6627	10	2
YDR110W	FOB1	0.7449	171.8997	12	3
YDR111C	ALT2	5.4930	268.2087	12	4
YDR113C	PDS1	1.5448	540.1139	12	2
YDR114C		0.7210	50.0879	10	0
YDR115W		3.0484	1386.3385	12	2
YDR116C	MRPL1	6.9321	754.9333	12	6
YDR117C	TMA64	4.2732	2029.0449	13	4
YDR118W	APC4	1.5578	116.8655	10	3
YDR119W	VBA4	6.7081	3753.8882	13	4
YDR119W-A	COX26	0.5885	33.4721	4	1
YDR120C	TRM1	7.0364	2803.3671	13	6
YDR121W	DPB4	4.3680	2072.3688	11	3
YDR122W	KIN1	2.2765	461.1172	11	6
YDR123C	INO2	0.9233	80.6797	12	2
YDR124W		4.0015	524.1957	10	1
YDR125C	ECM18	1.1687	221.6229	10	1
YDR126W	SWF1	0.8388	213.2035	12	0
YDR127W	ARO1	11.8626	13176.5106	13	8
YDR128W	MTC5	3.0903	594.3719	13	3
YDR129C	SAC6	19.0111	11369.0924	13	9
YDR130C	FIN1	1.2184	248.5956	12	1
YDR131C		0.8729	171.9457	11	1
YDR132C		1.1071	72.3358	11	3
YDR135C	YCF1	5.0886	2066.6068	11	6
YDR137W	RGP1	1.6507	923.5207	12	3
YDR138W	HPR1	5.5637	206.0703	10	6
YDR139C	RUB1	4.0622	4618.5165	11	3
YDR140W	MTQ2	4.1787	1774.5104	11	3
YDR141C	DOP1	5.2532	1000.2657	9	5
YDR142C	PEX7	1.2020	193.7445	12	2
YDR143C	SAN1	1.8512	426.9595	11	4
YDR144C	MKC7	3.3837	2196.7673	12	5
YDR145W	TAF12	3.6007	1454.4168	11	6
YDR146C	SWI5	2.9266	1641.3518	13	3
YDR147W	EKI1	2.6472	347.8392	9	3
YDR148C	KGD2	9.6301	2153.4768	13	7
